int, int, int, int[], long, FP, int, int, int, int
3060777, 306, 776, 3060006, 7660000, 0, 1000, 2, 0, 0
3060778, 306, 777, 3060006, 7670000, 0, 1000, 2, 0, 0
3060779, 306, 778, 3060006, 7680000, 0, 1000, 2, 0, 0
3060780, 306, 779, 3060006, 7690000, 0, 1000, 2, 0, 0
3060781, 306, 780, 3060006, 7700000, 0, 1000, 2, 0, 0
3060782, 306, 781, 3060006, 7710000, 0, 1000, 2, 0, 0
3060783, 306, 782, 3060006, 7720000, 0, 1000, 2, 0, 0
3060784, 306, 783, 3060006, 7730000, 0, 1000, 2, 0, 0
3060785, 306, 784, 3060006, 7740000, 0, 1000, 2, 0, 0
3060786, 306, 785, 3060006, 7750000, 0, 1000, 2, 0, 0
3060787, 306, 786, 3060006, 7760000, 0, 1000, 2, 0, 0
3060788, 306, 787, 3060006, 7770000, 0, 1000, 2, 0, 0
3060789, 306, 788, 3060006, 7780000, 0, 1000, 2, 0, 0
3060790, 306, 789, 3060006, 7790000, 0, 1000, 2, 0, 0
3060791, 306, 790, 3060006, 7800000, 0, 1000, 2, 0, 0
3060792, 306, 791, 3060006, 7810000, 0, 1000, 2, 0, 0
3060793, 306, 792, 3060006, 7820000, 0, 1000, 2, 0, 0
3060794, 306, 793, 3060006, 7830000, 0, 1000, 2, 0, 0
3060795, 306, 794, 3060006, 7840000, 0, 1000, 2, 0, 0
3060796, 306, 795, 3060006, 7850000, 0, 1000, 2, 0, 0
3060797, 306, 796, 3060006, 7860000, 0, 1000, 2, 0, 0
3060798, 306, 797, 3060006, 7870000, 0, 1000, 2, 0, 0
3060799, 306, 798, 3060006, 7880000, 0, 1000, 2, 0, 0
3060800, 306, 799, 3060006, 7890000, 0, 1000, 2, 0, 0
3060801, 306, 800, 3060006, 7900000, 0, 1000, 2, 0, 0
3060802, 306, 801, 3060006, 7910000, 0, 1000, 2, 0, 0
3060803, 306, 802, 3060006, 7920000, 0, 1000, 2, 0, 0
3060804, 306, 803, 3060006, 7930000, 0, 1000, 2, 0, 0
3060805, 306, 804, 3060006, 7940000, 0, 1000, 2, 0, 0
3060806, 306, 805, 3060006, 7950000, 0, 1000, 2, 0, 0
3060807, 306, 806, 3060006, 7960000, 0, 1000, 2, 0, 0
3060808, 306, 807, 3060006, 7970000, 0, 1000, 2, 0, 0
3060809, 306, 808, 3060006, 7980000, 0, 1000, 2, 0, 0
3060810, 306, 809, 3060006, 7990000, 0, 1000, 2, 0, 0
3060811, 306, 810, 3060006, 8000000, 0, 1000, 2, 0, 0
3060812, 306, 811, 3060006, 8010000, 0, 1000, 2, 0, 0
3060813, 306, 812, 3060006, 8020000, 0, 1000, 2, 0, 0
3060814, 306, 813, 3060006, 8030000, 0, 1000, 2, 0, 0
3060815, 306, 814, 3060006, 8040000, 0, 1000, 2, 0, 0
3060816, 306, 815, 3060006, 8050000, 0, 1000, 2, 0, 0
3060817, 306, 816, 3060006, 8060000, 0, 1000, 2, 0, 0
3060818, 306, 817, 3060006, 8070000, 0, 1000, 2, 0, 0
3060819, 306, 818, 3060006, 8080000, 0, 1000, 2, 0, 0
3060820, 306, 819, 3060006, 8090000, 0, 1000, 2, 0, 0
3060821, 306, 820, 3060006, 8100000, 0, 1000, 2, 0, 0
3060822, 306, 821, 3060006, 8110000, 0, 1000, 2, 0, 0
3060823, 306, 822, 3060006, 8120000, 0, 1000, 2, 0, 0
3060824, 306, 823, 3060006, 8130000, 0, 1000, 2, 0, 0
3060825, 306, 824, 3060006, 8140000, 0, 1000, 2, 0, 0
3060826, 306, 825, 3060006, 8150000, 0, 1000, 2, 0, 0
3060827, 306, 826, 3060006, 8160000, 0, 1000, 2, 0, 0
3060828, 306, 827, 3060006, 8170000, 0, 1000, 2, 0, 0
3060829, 306, 828, 3060006, 8180000, 0, 1000, 2, 0, 0
3060830, 306, 829, 3060006, 8190000, 0, 1000, 2, 0, 0
3060831, 306, 830, 3060006, 8200000, 0, 1000, 2, 0, 0
3060832, 306, 831, 3060006, 8210000, 0, 1000, 2, 0, 0
3060833, 306, 832, 3060006, 8220000, 0, 1000, 2, 0, 0
3060834, 306, 833, 3060006, 8230000, 0, 1000, 2, 0, 0
3060835, 306, 834, 3060006, 8240000, 0, 1000, 2, 0, 0
3060836, 306, 835, 3060006, 8250000, 0, 1000, 2, 0, 0
3060837, 306, 836, 3060006, 8260000, 0, 1000, 2, 0, 0
3060838, 306, 837, 3060006, 8270000, 0, 1000, 2, 0, 0
3060839, 306, 838, 3060006, 8280000, 0, 1000, 2, 0, 0
3060840, 306, 839, 3060006, 8290000, 0, 1000, 2, 0, 0
3060841, 306, 840, 3060006, 8300000, 0, 1000, 2, 0, 0
3060842, 306, 841, 3060006, 8310000, 0, 1000, 2, 0, 0
3060843, 306, 842, 3060006, 8320000, 0, 1000, 2, 0, 0
3060844, 306, 843, 3060006, 8330000, 0, 1000, 2, 0, 0
3060845, 306, 844, 3060006, 8340000, 0, 1000, 2, 0, 0
3060846, 306, 845, 3060006, 8350000, 0, 1000, 2, 0, 0
3060847, 306, 846, 3060006, 8360000, 0, 1000, 2, 0, 0
3060848, 306, 847, 3060006, 8370000, 0, 1000, 2, 0, 0
3060849, 306, 848, 3060006, 8380000, 0, 1000, 2, 0, 0
3060850, 306, 849, 3060006, 8390000, 0, 1000, 2, 0, 0
3060851, 306, 850, 3060006, 8400000, 0, 1000, 2, 0, 0
3060852, 306, 851, 3060006, 8410000, 0, 1000, 2, 0, 0
3060853, 306, 852, 3060006, 8420000, 0, 1000, 2, 0, 0
3060854, 306, 853, 3060006, 8430000, 0, 1000, 2, 0, 0
3060855, 306, 854, 3060006, 8440000, 0, 1000, 2, 0, 0
3060856, 306, 855, 3060006, 8450000, 0, 1000, 2, 0, 0
3060857, 306, 856, 3060006, 8460000, 0, 1000, 2, 0, 0
3060858, 306, 857, 3060006, 8470000, 0, 1000, 2, 0, 0
3060859, 306, 858, 3060006, 8480000, 0, 1000, 2, 0, 0
3060860, 306, 859, 3060006, 8490000, 0, 1000, 2, 0, 0
3060861, 306, 860, 3060006, 8500000, 0, 1000, 2, 0, 0
3060862, 306, 861, 3060006, 8510000, 0, 1000, 2, 0, 0
3060863, 306, 862, 3060006, 8520000, 0, 1000, 2, 0, 0
3060864, 306, 863, 3060006, 8530000, 0, 1000, 2, 0, 0
3060865, 306, 864, 3060006, 8540000, 0, 1000, 2, 0, 0
3060866, 306, 865, 3060006, 8550000, 0, 1000, 2, 0, 0
3060867, 306, 866, 3060006, 8560000, 0, 1000, 2, 0, 0
3060868, 306, 867, 3060006, 8570000, 0, 1000, 2, 0, 0
3060869, 306, 868, 3060006, 8580000, 0, 1000, 2, 0, 0
3060870, 306, 869, 3060006, 8590000, 0, 1000, 2, 0, 0
3060871, 306, 870, 3060006, 8600000, 0, 1000, 2, 0, 0
3060872, 306, 871, 3060006, 8610000, 0, 1000, 2, 0, 0
3060873, 306, 872, 3060006, 8620000, 0, 1000, 2, 0, 0
3060874, 306, 873, 3060006, 8630000, 0, 1000, 2, 0, 0
3060875, 306, 874, 3060006, 8640000, 0, 1000, 2, 0, 0
3060876, 306, 875, 3060006, 8650000, 0, 1000, 2, 0, 0
3060877, 306, 876, 3060006, 8660000, 0, 1000, 2, 0, 0
3060878, 306, 877, 3060006, 8670000, 0, 1000, 2, 0, 0
3060879, 306, 878, 3060006, 8680000, 0, 1000, 2, 0, 0
3060880, 306, 879, 3060006, 8690000, 0, 1000, 2, 0, 0
3060881, 306, 880, 3060006, 8700000, 0, 1000, 2, 0, 0
3060882, 306, 881, 3060006, 8710000, 0, 1000, 2, 0, 0
3060883, 306, 882, 3060006, 8720000, 0, 1000, 2, 0, 0
3060884, 306, 883, 3060006, 8730000, 0, 1000, 2, 0, 0
3060885, 306, 884, 3060006, 8740000, 0, 1000, 2, 0, 0
3060886, 306, 885, 3060006, 8750000, 0, 1000, 2, 0, 0
3060887, 306, 886, 3060006, 8760000, 0, 1000, 2, 0, 0
3060888, 306, 887, 3060006, 8770000, 0, 1000, 2, 0, 0
3060889, 306, 888, 3060006, 8780000, 0, 1000, 2, 0, 0
3060890, 306, 889, 3060006, 8790000, 0, 1000, 2, 0, 0
3060891, 306, 890, 3060006, 8800000, 0, 1000, 2, 0, 0
3060892, 306, 891, 3060006, 8810000, 0, 1000, 2, 0, 0
3060893, 306, 892, 3060006, 8820000, 0, 1000, 2, 0, 0
3060894, 306, 893, 3060006, 8830000, 0, 1000, 2, 0, 0
3060895, 306, 894, 3060006, 8840000, 0, 1000, 2, 0, 0
3060896, 306, 895, 3060006, 8850000, 0, 1000, 2, 0, 0
3060897, 306, 896, 3060006, 8860000, 0, 1000, 2, 0, 0
3060898, 306, 897, 3060006, 8870000, 0, 1000, 2, 0, 0
3060899, 306, 898, 3060006, 8880000, 0, 1000, 2, 0, 0
3060900, 306, 899, 3060006, 8890000, 0, 1000, 2, 0, 0
3060901, 306, 900, 3060006, 8900000, 0, 1000, 2, 0, 0
3060902, 306, 901, 3060006, 8910000, 0, 1000, 2, 0, 0
3060903, 306, 902, 3060006, 8920000, 0, 1000, 2, 0, 0
3060904, 306, 903, 3060006, 8930000, 0, 1000, 2, 0, 0
3060905, 306, 904, 3060006, 8940000, 0, 1000, 2, 0, 0
3060906, 306, 905, 3060006, 8950000, 0, 1000, 2, 0, 0
3060907, 306, 906, 3060006, 8960000, 0, 1000, 2, 0, 0
3060908, 306, 907, 3060006, 8970000, 0, 1000, 2, 0, 0
3060909, 306, 908, 3060006, 8980000, 0, 1000, 2, 0, 0
3060910, 306, 909, 3060006, 8990000, 0, 1000, 2, 0, 0
3060911, 306, 910, 3060006, 9000000, 0, 1000, 2, 0, 0
3060912, 306, 911, 3060006, 9010000, 0, 1000, 2, 0, 0
3060913, 306, 912, 3060006, 9020000, 0, 1000, 2, 0, 0
3060914, 306, 913, 3060006, 9030000, 0, 1000, 2, 0, 0
3060915, 306, 914, 3060006, 9040000, 0, 1000, 2, 0, 0
3060916, 306, 915, 3060006, 9050000, 0, 1000, 2, 0, 0
3060917, 306, 916, 3060006, 9060000, 0, 1000, 2, 0, 0
3060918, 306, 917, 3060006, 9070000, 0, 1000, 2, 0, 0
3060919, 306, 918, 3060006, 9080000, 0, 1000, 2, 0, 0
3060920, 306, 919, 3060006, 9090000, 0, 1000, 2, 0, 0
3060921, 306, 920, 3060006, 9100000, 0, 1000, 2, 0, 0
3060922, 306, 921, 3060006, 9110000, 0, 1000, 2, 0, 0
3060923, 306, 922, 3060006, 9120000, 0, 1000, 2, 0, 0
3060924, 306, 923, 3060006, 9130000, 0, 1000, 2, 0, 0
3060925, 306, 924, 3060006, 9140000, 0, 1000, 2, 0, 0
3060926, 306, 925, 3060006, 9150000, 0, 1000, 2, 0, 0
3060927, 306, 926, 3060006, 9160000, 0, 1000, 2, 0, 0
3060928, 306, 927, 3060006, 9170000, 0, 1000, 2, 0, 0
3060929, 306, 928, 3060006, 9180000, 0, 1000, 2, 0, 0
3060930, 306, 929, 3060006, 9190000, 0, 1000, 2, 0, 0
3060931, 306, 930, 3060006, 9200000, 0, 1000, 2, 0, 0
3060932, 306, 931, 3060006, 9210000, 0, 1000, 2, 0, 0
3060933, 306, 932, 3060006, 9220000, 0, 1000, 2, 0, 0
3060934, 306, 933, 3060006, 9230000, 0, 1000, 2, 0, 0
3060935, 306, 934, 3060006, 9240000, 0, 1000, 2, 0, 0
3060936, 306, 935, 3060006, 9250000, 0, 1000, 2, 0, 0
3060937, 306, 936, 3060006, 9260000, 0, 1000, 2, 0, 0
3060938, 306, 937, 3060006, 9270000, 0, 1000, 2, 0, 0
3060939, 306, 938, 3060006, 9280000, 0, 1000, 2, 0, 0
3060940, 306, 939, 3060006, 9290000, 0, 1000, 2, 0, 0
3060941, 306, 940, 3060006, 9300000, 0, 1000, 2, 0, 0
3060942, 306, 941, 3060006, 9310000, 0, 1000, 2, 0, 0
3060943, 306, 942, 3060006, 9320000, 0, 1000, 2, 0, 0
3060944, 306, 943, 3060006, 9330000, 0, 1000, 2, 0, 0
3060945, 306, 944, 3060006, 9340000, 0, 1000, 2, 0, 0
3060946, 306, 945, 3060006, 9350000, 0, 1000, 2, 0, 0
3060947, 306, 946, 3060006, 9360000, 0, 1000, 2, 0, 0
3060948, 306, 947, 3060006, 9370000, 0, 1000, 2, 0, 0
3060949, 306, 948, 3060006, 9380000, 0, 1000, 2, 0, 0
3060950, 306, 949, 3060006, 9390000, 0, 1000, 2, 0, 0
3060951, 306, 950, 3060006, 9400000, 0, 1000, 2, 0, 0
3060952, 306, 951, 3060006, 9410000, 0, 1000, 2, 0, 0
3060953, 306, 952, 3060006, 9420000, 0, 1000, 2, 0, 0
3060954, 306, 953, 3060006, 9430000, 0, 1000, 2, 0, 0
3060955, 306, 954, 3060006, 9440000, 0, 1000, 2, 0, 0
3060956, 306, 955, 3060006, 9450000, 0, 1000, 2, 0, 0
3060957, 306, 956, 3060006, 9460000, 0, 1000, 2, 0, 0
3060958, 306, 957, 3060006, 9470000, 0, 1000, 2, 0, 0
3060959, 306, 958, 3060006, 9480000, 0, 1000, 2, 0, 0
3060960, 306, 959, 3060006, 9490000, 0, 1000, 2, 0, 0
3060961, 306, 960, 3060006, 9500000, 0, 1000, 2, 0, 0
3060962, 306, 961, 3060006, 9510000, 0, 1000, 2, 0, 0
3060963, 306, 962, 3060006, 9520000, 0, 1000, 2, 0, 0
3060964, 306, 963, 3060006, 9530000, 0, 1000, 2, 0, 0
3060965, 306, 964, 3060006, 9540000, 0, 1000, 2, 0, 0
3060966, 306, 965, 3060006, 9550000, 0, 1000, 2, 0, 0
3060967, 306, 966, 3060006, 9560000, 0, 1000, 2, 0, 0
3060968, 306, 967, 3060006, 9570000, 0, 1000, 2, 0, 0
3060969, 306, 968, 3060006, 9580000, 0, 1000, 2, 0, 0
3060970, 306, 969, 3060006, 9590000, 0, 1000, 2, 0, 0
3060971, 306, 970, 3060006, 9600000, 0, 1000, 2, 0, 0
3060972, 306, 971, 3060006, 9610000, 0, 1000, 2, 0, 0
3060973, 306, 972, 3060006, 9620000, 0, 1000, 2, 0, 0
3060974, 306, 973, 3060006, 9630000, 0, 1000, 2, 0, 0
3060975, 306, 974, 3060006, 9640000, 0, 1000, 2, 0, 0
3060976, 306, 975, 3060006, 9650000, 0, 1000, 2, 0, 0
3060977, 306, 976, 3060006, 9660000, 0, 1000, 2, 0, 0
3060978, 306, 977, 3060006, 9670000, 0, 1000, 2, 0, 0
3060979, 306, 978, 3060006, 9680000, 0, 1000, 2, 0, 0
3060980, 306, 979, 3060006, 9690000, 0, 1000, 2, 0, 0
3060981, 306, 980, 3060006, 9700000, 0, 1000, 2, 0, 0
3060982, 306, 981, 3060006, 9710000, 0, 1000, 2, 0, 0
3060983, 306, 982, 3060006, 9720000, 0, 1000, 2, 0, 0
3060984, 306, 983, 3060006, 9730000, 0, 1000, 2, 0, 0
3060985, 306, 984, 3060006, 9740000, 0, 1000, 2, 0, 0
3060986, 306, 985, 3060006, 9750000, 0, 1000, 2, 0, 0
3060987, 306, 986, 3060006, 9760000, 0, 1000, 2, 0, 0
3060988, 306, 987, 3060006, 9770000, 0, 1000, 2, 0, 0
3060989, 306, 988, 3060006, 9780000, 0, 1000, 2, 0, 0
3060990, 306, 989, 3060006, 9790000, 0, 1000, 2, 0, 0
3060991, 306, 990, 3060006, 9800000, 0, 1000, 2, 0, 0
3060992, 306, 991, 3060006, 9810000, 0, 1000, 2, 0, 0
3060993, 306, 992, 3060006, 9820000, 0, 1000, 2, 0, 0
3060994, 306, 993, 3060006, 9830000, 0, 1000, 2, 0, 0
3060995, 306, 994, 3060006, 9840000, 0, 1000, 2, 0, 0
3060996, 306, 995, 3060006, 9850000, 0, 1000, 2, 0, 0
3060997, 306, 996, 3060006, 9860000, 0, 1000, 2, 0, 0
3060998, 306, 997, 3060006, 9870000, 0, 1000, 2, 0, 0
3060999, 306, 998, 3060006, 9880000, 0, 1000, 2, 0, 0
3061000, 306, 999, 3060006, 9890000, 0, 1000, 2, 0, 0
