int, int, int, EQuest, string, int, int, bool, TableReward
10080203, 1008, "", "PayStamina", "profile_desc_3", 2, 90, "FALSE", "21, 20, 20"
10080204, 1008, "", "PayStamina", "profile_desc_3", 3, 120, "FALSE", "21, 25, 25"
10080205, 1008, "", "PayStamina", "profile_desc_3", 4, 150, "FALSE", "21, 30, 30"
10080206, 1008, "", "PayStamina", "profile_desc_3", 5, 180, "FALSE", "21, 35, 35"
10080207, 1008, "", "PayStamina", "profile_desc_3", 6, 210, "FALSE", "21, 50, 50"
10080301, 1008, "", "TryGivePet", "quest_daily_TryGivePet", 0, 50, "FALSE", "21, 10, 10"
10080302, 1008, "", "TryGivePet", "quest_daily_TryGivePet", 1, 100, "FALSE", "21, 15, 15"
10080303, 1008, "", "TryGivePet", "quest_daily_TryGivePet", 2, 150, "FALSE", "21, 20, 20"
10080304, 1008, "", "TryGivePet", "quest_daily_TryGivePet", 3, 200, "FALSE", "21, 25, 25"
10080305, 1008, "", "TryGivePet", "quest_daily_TryGivePet", 4, 250, "FALSE", "21, 30, 30"
10080306, 1008, "", "TryGivePet", "quest_daily_TryGivePet", 5, 300, "FALSE", "21, 35, 35"
10080307, 1008, "", "TryGivePet", "quest_daily_TryGivePet", 6, 350, "FALSE", "21, 50, 50"
10080401, 1008, "", "WithFriend", "profile_desc_12", 0, 3, "FALSE", "21, 10, 10"
10080402, 1008, "", "WithFriend", "profile_desc_12", 1, 6, "FALSE", "21, 15, 15"
10080403, 1008, "", "WithFriend", "profile_desc_12", 2, 9, "FALSE", "21, 20, 20"
10080404, 1008, "", "WithFriend", "profile_desc_12", 3, 12, "FALSE", "21, 25, 25"
10080405, 1008, "", "WithFriend", "profile_desc_12", 4, 15, "FALSE", "21, 30, 30"
10080406, 1008, "", "WithFriend", "profile_desc_12", 5, 18, "FALSE", "21, 35, 35"
10080407, 1008, "", "WithFriend", "profile_desc_12", 6, 21, "FALSE", "21, 50, 50"
10080501, 1008, "", "TryWish", "quest_TryWish_petstival", 0, 5, "FALSE", "21, 10, 10"
10080502, 1008, "", "TryWish", "quest_TryWish_petstival", 1, 10, "FALSE", "21, 15, 15"
10080503, 1008, "", "TryWish", "quest_TryWish_petstival", 2, 15, "FALSE", "21, 20, 20"
10080504, 1008, "", "TryWish", "quest_TryWish_petstival", 3, 20, "FALSE", "21, 25, 25"
10080505, 1008, "", "TryWish", "quest_TryWish_petstival", 4, 25, "FALSE", "21, 30, 30"
10080506, 1008, "", "TryWish", "quest_TryWish_petstival", 5, 30, "FALSE", "21, 35, 35"
10080507, 1008, "", "TryWish", "quest_TryWish_petstival", 6, 35, "FALSE", "21, 50, 50"
10080601, 1008, "", "SpawnMythicalUnit", "quest_achievement_SpawnMythicalUnit", 0, 50, "FALSE", "21, 10, 10"
10080602, 1008, "", "SpawnMythicalUnit", "quest_achievement_SpawnMythicalUnit", 1, 100, "FALSE", "21, 15, 15"
10080603, 1008, "", "SpawnMythicalUnit", "quest_achievement_SpawnMythicalUnit", 2, 150, "FALSE", "21, 20, 20"
10080604, 1008, "", "SpawnMythicalUnit", "quest_achievement_SpawnMythicalUnit", 3, 200, "FALSE", "21, 25, 25"
10080605, 1008, "", "SpawnMythicalUnit", "quest_achievement_SpawnMythicalUnit", 4, 250, "FALSE", "21, 30, 30"
10080606, 1008, "", "SpawnMythicalUnit", "quest_achievement_SpawnMythicalUnit", 5, 300, "FALSE", "21, 35, 35"
10080607, 1008, "", "SpawnMythicalUnit", "quest_achievement_SpawnMythicalUnit", 6, 350, "FALSE", "21, 50, 50"
10080701, 1008, "", "CompleteDailyQuest", "quest_CompleteDailyQuest", 0, 1, "FALSE", "21, 10, 10"
10080702, 1008, "", "CompleteDailyQuest", "quest_CompleteDailyQuest", 1, 2, "FALSE", "21, 15, 15"
10080703, 1008, "", "CompleteDailyQuest", "quest_CompleteDailyQuest", 2, 3, "FALSE", "21, 20, 20"
10080704, 1008, "", "CompleteDailyQuest", "quest_CompleteDailyQuest", 3, 4, "FALSE", "21, 25, 25"
10080705, 1008, "", "CompleteDailyQuest", "quest_CompleteDailyQuest", 4, 5, "FALSE", "21, 30, 30"
10080706, 1008, "", "CompleteDailyQuest", "quest_CompleteDailyQuest", 5, 6, "FALSE", "21, 35, 35"
10080707, 1008, "", "CompleteDailyQuest", "quest_CompleteDailyQuest", 6, 7, "FALSE", "21, 50, 50"
10080801, 1008, "", "TryRecruit", "quest_daily_TryRecruit", 0, 10, "FALSE", "21, 10, 10"
10080802, 1008, "", "TryRecruit", "quest_daily_TryRecruit", 1, 20, "FALSE", "21, 15, 15"
10080803, 1008, "", "TryRecruit", "quest_daily_TryRecruit", 2, 30, "FALSE", "21, 20, 20"
10080804, 1008, "", "TryRecruit", "quest_daily_TryRecruit", 3, 40, "FALSE", "21, 25, 25"
10080805, 1008, "", "TryRecruit", "quest_daily_TryRecruit", 4, 50, "FALSE", "21, 30, 30"
10080806, 1008, "", "TryRecruit", "quest_daily_TryRecruit", 5, 60, "FALSE", "21, 35, 35"
10080807, 1008, "", "TryRecruit", "quest_daily_TryRecruit", 6, 70, "FALSE", "21, 50, 50"
10080901, 1008, "", "TryGiveRelic", "quest_TryGiveRelic", 0, 3, "FALSE", "21, 10, 10"
10080902, 1008, "", "TryGiveRelic", "quest_TryGiveRelic", 1, 6, "FALSE", "21, 15, 15"
10080903, 1008, "", "TryGiveRelic", "quest_TryGiveRelic", 2, 9, "FALSE", "21, 20, 20"
10080904, 1008, "", "TryGiveRelic", "quest_TryGiveRelic", 3, 12, "FALSE", "21, 25, 25"
10080905, 1008, "", "TryGiveRelic", "quest_TryGiveRelic", 4, 15, "FALSE", "21, 30, 30"
10080906, 1008, "", "TryGiveRelic", "quest_TryGiveRelic", 5, 18, "FALSE", "21, 35, 35"
10080907, 1008, "", "TryGiveRelic", "quest_TryGiveRelic", 6, 21, "FALSE", "21, 50, 50"
10081001, 1008, "", "HighContribution", "quest_HighContribution", 0, 3, "FALSE", "21, 10, 10"
10081002, 1008, "", "HighContribution", "quest_HighContribution", 1, 6, "FALSE", "21, 15, 15"
10081003, 1008, "", "HighContribution", "quest_HighContribution", 2, 9, "FALSE", "21, 20, 20"
10081004, 1008, "", "HighContribution", "quest_HighContribution", 3, 12, "FALSE", "21, 25, 25"
10081005, 1008, "", "HighContribution", "quest_HighContribution", 4, 15, "FALSE", "21, 30, 30"
10081006, 1008, "", "HighContribution", "quest_HighContribution", 5, 18, "FALSE", "21, 35, 35"
10081007, 1008, "", "HighContribution", "quest_HighContribution", 6, 21, "FALSE", "21, 50, 50"
10090101, 1009, "", "Login", "quest_daily_Login", 0, 1, "FALSE", "22, 10, 10"
10090102, 1009, "", "Login", "quest_daily_Login", 1, 2, "FALSE", "22, 15, 15"
10090103, 1009, "", "Login", "quest_daily_Login", 2, 3, "FALSE", "22, 20, 20"
10090104, 1009, "", "Login", "quest_daily_Login", 3, 4, "FALSE", "22, 25, 25"
10090105, 1009, "", "Login", "quest_daily_Login", 4, 5, "FALSE", "22, 30, 30"
10090106, 1009, "", "Login", "quest_daily_Login", 5, 6, "FALSE", "22, 35, 35"
10090107, 1009, "", "Login", "quest_daily_Login", 6, 7, "FALSE", "22, 50, 50"
10090201, 1009, "", "PayStamina", "profile_desc_3", 0, 30, "FALSE", "22, 10, 10"
10090202, 1009, "", "PayStamina", "profile_desc_3", 1, 60, "FALSE", "22, 15, 15"
10090203, 1009, "", "PayStamina", "profile_desc_3", 2, 90, "FALSE", "22, 20, 20"
10090204, 1009, "", "PayStamina", "profile_desc_3", 3, 120, "FALSE", "22, 25, 25"
10090205, 1009, "", "PayStamina", "profile_desc_3", 4, 150, "FALSE", "22, 30, 30"
10090206, 1009, "", "PayStamina", "profile_desc_3", 5, 180, "FALSE", "22, 35, 35"
10090207, 1009, "", "PayStamina", "profile_desc_3", 6, 210, "FALSE", "22, 50, 50"
10090301, 1009, "", "KillEventMonster", "quest_KillEventMonster_unnori", 0, 10, "FALSE", "22, 10, 10"
10090302, 1009, "", "KillEventMonster", "quest_KillEventMonster_unnori", 1, 20, "FALSE", "22, 15, 15"
10090303, 1009, "", "KillEventMonster", "quest_KillEventMonster_unnori", 2, 30, "FALSE", "22, 20, 20"
10090304, 1009, "", "KillEventMonster", "quest_KillEventMonster_unnori", 3, 40, "FALSE", "22, 25, 25"
10090305, 1009, "", "KillEventMonster", "quest_KillEventMonster_unnori", 4, 50, "FALSE", "22, 30, 30"
10090306, 1009, "", "KillEventMonster", "quest_KillEventMonster_unnori", 5, 60, "FALSE", "22, 35, 35"
10090307, 1009, "", "KillEventMonster", "quest_KillEventMonster_unnori", 6, 70, "FALSE", "22, 50, 50"
10090401, 1009, "", "WithFriend", "profile_desc_12", 0, 3, "FALSE", "22, 10, 10"
10090402, 1009, "", "WithFriend", "profile_desc_12", 1, 6, "FALSE", "22, 15, 15"
10090403, 1009, "", "WithFriend", "profile_desc_12", 2, 9, "FALSE", "22, 20, 20"
10090404, 1009, "", "WithFriend", "profile_desc_12", 3, 12, "FALSE", "22, 25, 25"
10090405, 1009, "", "WithFriend", "profile_desc_12", 4, 15, "FALSE", "22, 30, 30"
10090406, 1009, "", "WithFriend", "profile_desc_12", 5, 18, "FALSE", "22, 35, 35"
10090407, 1009, "", "WithFriend", "profile_desc_12", 6, 21, "FALSE", "22, 50, 50"
10090501, 1009, "", "TryWish", "quest_TryWish_unnori", 0, 5, "FALSE", "22, 10, 10"
10090502, 1009, "", "TryWish", "quest_TryWish_unnori", 1, 10, "FALSE", "22, 15, 15"
10090503, 1009, "", "TryWish", "quest_TryWish_unnori", 2, 15, "FALSE", "22, 20, 20"
10090504, 1009, "", "TryWish", "quest_TryWish_unnori", 3, 20, "FALSE", "22, 25, 25"
10090505, 1009, "", "TryWish", "quest_TryWish_unnori", 4, 25, "FALSE", "22, 30, 30"
10090506, 1009, "", "TryWish", "quest_TryWish_unnori", 5, 30, "FALSE", "22, 35, 35"
10090507, 1009, "", "TryWish", "quest_TryWish_unnori", 6, 35, "FALSE", "22, 50, 50"
10090601, 1009, "", "SpawnMythicalUnit", "quest_achievement_SpawnMythicalUnit", 0, 50, "FALSE", "22, 10, 10"
10090602, 1009, "", "SpawnMythicalUnit", "quest_achievement_SpawnMythicalUnit", 1, 100, "FALSE", "22, 15, 15"
10090603, 1009, "", "SpawnMythicalUnit", "quest_achievement_SpawnMythicalUnit", 2, 150, "FALSE", "22, 20, 20"
10090604, 1009, "", "SpawnMythicalUnit", "quest_achievement_SpawnMythicalUnit", 3, 200, "FALSE", "22, 25, 25"
10090605, 1009, "", "SpawnMythicalUnit", "quest_achievement_SpawnMythicalUnit", 4, 250, "FALSE", "22, 30, 30"
10090606, 1009, "", "SpawnMythicalUnit", "quest_achievement_SpawnMythicalUnit", 5, 300, "FALSE", "22, 35, 35"
10090607, 1009, "", "SpawnMythicalUnit", "quest_achievement_SpawnMythicalUnit", 6, 350, "FALSE", "22, 50, 50"
10090701, 1009, "", "CompleteDailyQuest", "quest_CompleteDailyQuest", 0, 1, "FALSE", "22, 10, 10"
10090702, 1009, "", "CompleteDailyQuest", "quest_CompleteDailyQuest", 1, 2, "FALSE", "22, 15, 15"
10090703, 1009, "", "CompleteDailyQuest", "quest_CompleteDailyQuest", 2, 3, "FALSE", "22, 20, 20"
10090704, 1009, "", "CompleteDailyQuest", "quest_CompleteDailyQuest", 3, 4, "FALSE", "22, 25, 25"
10090705, 1009, "", "CompleteDailyQuest", "quest_CompleteDailyQuest", 4, 5, "FALSE", "22, 30, 30"
10090706, 1009, "", "CompleteDailyQuest", "quest_CompleteDailyQuest", 5, 6, "FALSE", "22, 35, 35"
10090707, 1009, "", "CompleteDailyQuest", "quest_CompleteDailyQuest", 6, 7, "FALSE", "22, 50, 50"
10090801, 1009, "", "TryRecruit", "quest_daily_TryRecruit", 0, 10, "FALSE", "22, 10, 10"
10090802, 1009, "", "TryRecruit", "quest_daily_TryRecruit", 1, 20, "FALSE", "22, 15, 15"
10090803, 1009, "", "TryRecruit", "quest_daily_TryRecruit", 2, 30, "FALSE", "22, 20, 20"
10090804, 1009, "", "TryRecruit", "quest_daily_TryRecruit", 3, 40, "FALSE", "22, 25, 25"
10090805, 1009, "", "TryRecruit", "quest_daily_TryRecruit", 4, 50, "FALSE", "22, 30, 30"
10090806, 1009, "", "TryRecruit", "quest_daily_TryRecruit", 5, 60, "FALSE", "22, 35, 35"
10090807, 1009, "", "TryRecruit", "quest_daily_TryRecruit", 6, 70, "FALSE", "22, 50, 50"
10090901, 1009, "", "TryGiveRelic", "quest_TryGiveRelic", 0, 3, "FALSE", "22, 10, 10"
10090902, 1009, "", "TryGiveRelic", "quest_TryGiveRelic", 1, 6, "FALSE", "22, 15, 15"
10090903, 1009, "", "TryGiveRelic", "quest_TryGiveRelic", 2, 9, "FALSE", "22, 20, 20"
10090904, 1009, "", "TryGiveRelic", "quest_TryGiveRelic", 3, 12, "FALSE", "22, 25, 25"
10090905, 1009, "", "TryGiveRelic", "quest_TryGiveRelic", 4, 15, "FALSE", "22, 30, 30"
10090906, 1009, "", "TryGiveRelic", "quest_TryGiveRelic", 5, 18, "FALSE", "22, 35, 35"
10090907, 1009, "", "TryGiveRelic", "quest_TryGiveRelic", 6, 21, "FALSE", "22, 50, 50"
10091001, 1009, "", "HighContribution", "quest_HighContribution", 0, 3, "FALSE", "22, 10, 10"
10091002, 1009, "", "HighContribution", "quest_HighContribution", 1, 6, "FALSE", "22, 15, 15"
10091003, 1009, "", "HighContribution", "quest_HighContribution", 2, 9, "FALSE", "22, 20, 20"
10091004, 1009, "", "HighContribution", "quest_HighContribution", 3, 12, "FALSE", "22, 25, 25"
10091005, 1009, "", "HighContribution", "quest_HighContribution", 4, 15, "FALSE", "22, 30, 30"
10091006, 1009, "", "HighContribution", "quest_HighContribution", 5, 18, "FALSE", "22, 35, 35"
10091007, 1009, "", "HighContribution", "quest_HighContribution", 6, 21, "FALSE", "22, 50, 50"
10100101, 1010, "", "Login", "quest_daily_Login", 0, 1, "FALSE", "24, 10, 10"
10100102, 1010, "", "Login", "quest_daily_Login", 1, 2, "FALSE", "24, 15, 15"
10100103, 1010, "", "Login", "quest_daily_Login", 2, 3, "FALSE", "24, 20, 20"
10100104, 1010, "", "Login", "quest_daily_Login", 3, 4, "FALSE", "24, 25, 25"
10100105, 1010, "", "Login", "quest_daily_Login", 4, 5, "FALSE", "24, 30, 30"
10100106, 1010, "", "Login", "quest_daily_Login", 5, 6, "FALSE", "24, 35, 35"
10100107, 1010, "", "Login", "quest_daily_Login", 6, 7, "FALSE", "24, 50, 50"
10100201, 1010, "", "PayStamina", "profile_desc_3", 0, 30, "FALSE", "24, 10, 10"
10100202, 1010, "", "PayStamina", "profile_desc_3", 1, 60, "FALSE", "24, 15, 15"
10100203, 1010, "", "PayStamina", "profile_desc_3", 2, 90, "FALSE", "24, 20, 20"
10100204, 1010, "", "PayStamina", "profile_desc_3", 3, 120, "FALSE", "24, 25, 25"
10100205, 1010, "", "PayStamina", "profile_desc_3", 4, 150, "FALSE", "24, 30, 30"
10100206, 1010, "", "PayStamina", "profile_desc_3", 5, 180, "FALSE", "24, 35, 35"
10100207, 1010, "", "PayStamina", "profile_desc_3", 6, 210, "FALSE", "24, 50, 50"
10100301, 1010, "", "GetEventPoint", "quest_GetEventPoint_halloween", 0, 200, "FALSE", "24, 10, 10"
10100302, 1010, "", "GetEventPoint", "quest_GetEventPoint_halloween", 1, 400, "FALSE", "24, 15, 15"
10100303, 1010, "", "GetEventPoint", "quest_GetEventPoint_halloween", 2, 600, "FALSE", "24, 20, 20"
10100304, 1010, "", "GetEventPoint", "quest_GetEventPoint_halloween", 3, 800, "FALSE", "24, 25, 25"
10100305, 1010, "", "GetEventPoint", "quest_GetEventPoint_halloween", 4, 1000, "FALSE", "24, 30, 30"
10100306, 1010, "", "GetEventPoint", "quest_GetEventPoint_halloween", 5, 1200, "FALSE", "24, 35, 35"
10100307, 1010, "", "GetEventPoint", "quest_GetEventPoint_halloween", 6, 1400, "FALSE", "24, 50, 50"
10100401, 1010, "", "WithFriend", "profile_desc_12", 0, 3, "FALSE", "24, 10, 10"
10100402, 1010, "", "WithFriend", "profile_desc_12", 1, 6, "FALSE", "24, 15, 15"
10100403, 1010, "", "WithFriend", "profile_desc_12", 2, 9, "FALSE", "24, 20, 20"
10100404, 1010, "", "WithFriend", "profile_desc_12", 3, 12, "FALSE", "24, 25, 25"
10100405, 1010, "", "WithFriend", "profile_desc_12", 4, 15, "FALSE", "24, 30, 30"
10100406, 1010, "", "WithFriend", "profile_desc_12", 5, 18, "FALSE", "24, 35, 35"
10100407, 1010, "", "WithFriend", "profile_desc_12", 6, 21, "FALSE", "24, 50, 50"
10100501, 1010, "", "TryWish", "quest_TryWish_halloween", 0, 5, "FALSE", "24, 10, 10"
10100502, 1010, "", "TryWish", "quest_TryWish_halloween", 1, 10, "FALSE", "24, 15, 15"
10100503, 1010, "", "TryWish", "quest_TryWish_halloween", 2, 15, "FALSE", "24, 20, 20"
10100504, 1010, "", "TryWish", "quest_TryWish_halloween", 3, 20, "FALSE", "24, 25, 25"
10100505, 1010, "", "TryWish", "quest_TryWish_halloween", 4, 25, "FALSE", "24, 30, 30"
10100506, 1010, "", "TryWish", "quest_TryWish_halloween", 5, 30, "FALSE", "24, 35, 35"
10100507, 1010, "", "TryWish", "quest_TryWish_halloween", 6, 35, "FALSE", "24, 50, 50"
10100601, 1010, "", "SpawnMythicalUnit", "quest_achievement_SpawnMythicalUnit", 0, 50, "FALSE", "24, 10, 10"
10100602, 1010, "", "SpawnMythicalUnit", "quest_achievement_SpawnMythicalUnit", 1, 100, "FALSE", "24, 15, 15"
10100603, 1010, "", "SpawnMythicalUnit", "quest_achievement_SpawnMythicalUnit", 2, 150, "FALSE", "24, 20, 20"
10100604, 1010, "", "SpawnMythicalUnit", "quest_achievement_SpawnMythicalUnit", 3, 200, "FALSE", "24, 25, 25"
10100605, 1010, "", "SpawnMythicalUnit", "quest_achievement_SpawnMythicalUnit", 4, 250, "FALSE", "24, 30, 30"
10100606, 1010, "", "SpawnMythicalUnit", "quest_achievement_SpawnMythicalUnit", 5, 300, "FALSE", "24, 35, 35"
10100607, 1010, "", "SpawnMythicalUnit", "quest_achievement_SpawnMythicalUnit", 6, 350, "FALSE", "24, 50, 50"
10100701, 1010, "", "CompleteDailyQuest", "quest_CompleteDailyQuest", 0, 1, "FALSE", "24, 10, 10"
10100702, 1010, "", "CompleteDailyQuest", "quest_CompleteDailyQuest", 1, 2, "FALSE", "24, 15, 15"
10100703, 1010, "", "CompleteDailyQuest", "quest_CompleteDailyQuest", 2, 3, "FALSE", "24, 20, 20"
10100704, 1010, "", "CompleteDailyQuest", "quest_CompleteDailyQuest", 3, 4, "FALSE", "24, 25, 25"
10100705, 1010, "", "CompleteDailyQuest", "quest_CompleteDailyQuest", 4, 5, "FALSE", "24, 30, 30"
10100706, 1010, "", "CompleteDailyQuest", "quest_CompleteDailyQuest", 5, 6, "FALSE", "24, 35, 35"
10100707, 1010, "", "CompleteDailyQuest", "quest_CompleteDailyQuest", 6, 7, "FALSE", "24, 50, 50"
10100801, 1010, "", "TryRecruit", "quest_daily_TryRecruit", 0, 10, "FALSE", "24, 10, 10"
10100802, 1010, "", "TryRecruit", "quest_daily_TryRecruit", 1, 20, "FALSE", "24, 15, 15"
10100803, 1010, "", "TryRecruit", "quest_daily_TryRecruit", 2, 30, "FALSE", "24, 20, 20"
10100804, 1010, "", "TryRecruit", "quest_daily_TryRecruit", 3, 40, "FALSE", "24, 25, 25"
10100805, 1010, "", "TryRecruit", "quest_daily_TryRecruit", 4, 50, "FALSE", "24, 30, 30"
10100806, 1010, "", "TryRecruit", "quest_daily_TryRecruit", 5, 60, "FALSE", "24, 35, 35"
10100807, 1010, "", "TryRecruit", "quest_daily_TryRecruit", 6, 70, "FALSE", "24, 50, 50"
10100901, 1010, "", "TryGiveRelic", "quest_TryGiveRelic", 0, 3, "FALSE", "24, 10, 10"
10100902, 1010, "", "TryGiveRelic", "quest_TryGiveRelic", 1, 6, "FALSE", "24, 15, 15"
10100903, 1010, "", "TryGiveRelic", "quest_TryGiveRelic", 2, 9, "FALSE", "24, 20, 20"
10100904, 1010, "", "TryGiveRelic", "quest_TryGiveRelic", 3, 12, "FALSE", "24, 25, 25"
10100905, 1010, "", "TryGiveRelic", "quest_TryGiveRelic", 4, 15, "FALSE", "24, 30, 30"
10100906, 1010, "", "TryGiveRelic", "quest_TryGiveRelic", 5, 18, "FALSE", "24, 35, 35"
10100907, 1010, "", "TryGiveRelic", "quest_TryGiveRelic", 6, 21, "FALSE", "24, 50, 50"
10101001, 1010, "", "HighContribution", "quest_HighContribution", 0, 3, "FALSE", "24, 10, 10"
10101002, 1010, "", "HighContribution", "quest_HighContribution", 1, 6, "FALSE", "24, 15, 15"
10101003, 1010, "", "HighContribution", "quest_HighContribution", 2, 9, "FALSE", "24, 20, 20"
10101004, 1010, "", "HighContribution", "quest_HighContribution", 3, 12, "FALSE", "24, 25, 25"
10101005, 1010, "", "HighContribution", "quest_HighContribution", 4, 15, "FALSE", "24, 30, 30"
10101006, 1010, "", "HighContribution", "quest_HighContribution", 5, 18, "FALSE", "24, 35, 35"
10101007, 1010, "", "HighContribution", "quest_HighContribution", 6, 21, "FALSE", "24, 50, 50"
10110101, 1011, "", "Login", "quest_daily_Login", 0, 1, "FALSE", "25, 10, 10"
10110102, 1011, "", "Login", "quest_daily_Login", 1, 2, "FALSE", "25, 15, 15"
10110103, 1011, "", "Login", "quest_daily_Login", 2, 3, "FALSE", "25, 20, 20"
10110104, 1011, "", "Login", "quest_daily_Login", 3, 4, "FALSE", "25, 25, 25"
10110105, 1011, "", "Login", "quest_daily_Login", 4, 5, "FALSE", "25, 30, 30"
10110106, 1011, "", "Login", "quest_daily_Login", 5, 6, "FALSE", "25, 35, 35"
10110107, 1011, "", "Login", "quest_daily_Login", 6, 7, "FALSE", "25, 50, 50"
10110201, 1011, "", "PayStamina", "profile_desc_3", 0, 30, "FALSE", "25, 10, 10"
10110202, 1011, "", "PayStamina", "profile_desc_3", 1, 60, "FALSE", "25, 15, 15"
10110203, 1011, "", "PayStamina", "profile_desc_3", 2, 90, "FALSE", "25, 20, 20"
10110204, 1011, "", "PayStamina", "profile_desc_3", 3, 120, "FALSE", "25, 25, 25"
10110205, 1011, "", "PayStamina", "profile_desc_3", 4, 150, "FALSE", "25, 30, 30"
10110206, 1011, "", "PayStamina", "profile_desc_3", 5, 180, "FALSE", "25, 35, 35"
10110207, 1011, "", "PayStamina", "profile_desc_3", 6, 210, "FALSE", "25, 50, 50"
10110301, 1011, "", "KillEventMonster", "quest_KillEventMonster_xmas_v2", 0, 10, "FALSE", "25, 10, 10"
10110302, 1011, "", "KillEventMonster", "quest_KillEventMonster_xmas_v2", 1, 20, "FALSE", "25, 15, 15"
10110303, 1011, "", "KillEventMonster", "quest_KillEventMonster_xmas_v2", 2, 30, "FALSE", "25, 20, 20"
10110304, 1011, "", "KillEventMonster", "quest_KillEventMonster_xmas_v2", 3, 40, "FALSE", "25, 25, 25"
10110305, 1011, "", "KillEventMonster", "quest_KillEventMonster_xmas_v2", 4, 50, "FALSE", "25, 30, 30"
10110306, 1011, "", "KillEventMonster", "quest_KillEventMonster_xmas_v2", 5, 60, "FALSE", "25, 35, 35"
10110307, 1011, "", "KillEventMonster", "quest_KillEventMonster_xmas_v2", 6, 70, "FALSE", "25, 50, 50"
10110401, 1011, "", "WithFriend", "profile_desc_12", 0, 3, "FALSE", "25, 10, 10"
10110402, 1011, "", "WithFriend", "profile_desc_12", 1, 6, "FALSE", "25, 15, 15"
10110403, 1011, "", "WithFriend", "profile_desc_12", 2, 9, "FALSE", "25, 20, 20"
10110404, 1011, "", "WithFriend", "profile_desc_12", 3, 12, "FALSE", "25, 25, 25"
10110405, 1011, "", "WithFriend", "profile_desc_12", 4, 15, "FALSE", "25, 30, 30"
10110406, 1011, "", "WithFriend", "profile_desc_12", 5, 18, "FALSE", "25, 35, 35"
10110407, 1011, "", "WithFriend", "profile_desc_12", 6, 21, "FALSE", "25, 50, 50"
10110501, 1011, "", "TryWish", "quest_TryWish_xmas_v2", 0, 5, "FALSE", "25, 10, 10"
10110502, 1011, "", "TryWish", "quest_TryWish_xmas_v2", 1, 10, "FALSE", "25, 15, 15"
10110503, 1011, "", "TryWish", "quest_TryWish_xmas_v2", 2, 15, "FALSE", "25, 20, 20"
10110504, 1011, "", "TryWish", "quest_TryWish_xmas_v2", 3, 20, "FALSE", "25, 25, 25"
10110505, 1011, "", "TryWish", "quest_TryWish_xmas_v2", 4, 25, "FALSE", "25, 30, 30"
10110506, 1011, "", "TryWish", "quest_TryWish_xmas_v2", 5, 30, "FALSE", "25, 35, 35"
10110507, 1011, "", "TryWish", "quest_TryWish_xmas_v2", 6, 35, "FALSE", "25, 50, 50"
10110601, 1011, "", "SpawnMythicalUnit", "quest_achievement_SpawnMythicalUnit", 0, 50, "FALSE", "25, 10, 10"
10110602, 1011, "", "SpawnMythicalUnit", "quest_achievement_SpawnMythicalUnit", 1, 100, "FALSE", "25, 15, 15"
10110603, 1011, "", "SpawnMythicalUnit", "quest_achievement_SpawnMythicalUnit", 2, 150, "FALSE", "25, 20, 20"
10110604, 1011, "", "SpawnMythicalUnit", "quest_achievement_SpawnMythicalUnit", 3, 200, "FALSE", "25, 25, 25"
10110605, 1011, "", "SpawnMythicalUnit", "quest_achievement_SpawnMythicalUnit", 4, 250, "FALSE", "25, 30, 30"
10110606, 1011, "", "SpawnMythicalUnit", "quest_achievement_SpawnMythicalUnit", 5, 300, "FALSE", "25, 35, 35"
10110607, 1011, "", "SpawnMythicalUnit", "quest_achievement_SpawnMythicalUnit", 6, 350, "FALSE", "25, 50, 50"
10110701, 1011, "", "CompleteDailyQuest", "quest_CompleteDailyQuest", 0, 1, "FALSE", "25, 10, 10"
10110702, 1011, "", "CompleteDailyQuest", "quest_CompleteDailyQuest", 1, 2, "FALSE", "25, 15, 15"
10110703, 1011, "", "CompleteDailyQuest", "quest_CompleteDailyQuest", 2, 3, "FALSE", "25, 20, 20"
10110704, 1011, "", "CompleteDailyQuest", "quest_CompleteDailyQuest", 3, 4, "FALSE", "25, 25, 25"
10110705, 1011, "", "CompleteDailyQuest", "quest_CompleteDailyQuest", 4, 5, "FALSE", "25, 30, 30"
10110706, 1011, "", "CompleteDailyQuest", "quest_CompleteDailyQuest", 5, 6, "FALSE", "25, 35, 35"
10110707, 1011, "", "CompleteDailyQuest", "quest_CompleteDailyQuest", 6, 7, "FALSE", "25, 50, 50"
10110801, 1011, "", "TryRecruit", "quest_daily_TryRecruit", 0, 10, "FALSE", "25, 10, 10"
10110802, 1011, "", "TryRecruit", "quest_daily_TryRecruit", 1, 20, "FALSE", "25, 15, 15"
10110803, 1011, "", "TryRecruit", "quest_daily_TryRecruit", 2, 30, "FALSE", "25, 20, 20"
10110804, 1011, "", "TryRecruit", "quest_daily_TryRecruit", 3, 40, "FALSE", "25, 25, 25"
10110805, 1011, "", "TryRecruit", "quest_daily_TryRecruit", 4, 50, "FALSE", "25, 30, 30"
10110806, 1011, "", "TryRecruit", "quest_daily_TryRecruit", 5, 60, "FALSE", "25, 35, 35"
10110807, 1011, "", "TryRecruit", "quest_daily_TryRecruit", 6, 70, "FALSE", "25, 50, 50"
10110901, 1011, "", "TryGiveRelic", "quest_TryGiveRelic", 0, 3, "FALSE", "25, 10, 10"
10110902, 1011, "", "TryGiveRelic", "quest_TryGiveRelic", 1, 6, "FALSE", "25, 15, 15"
10110903, 1011, "", "TryGiveRelic", "quest_TryGiveRelic", 2, 9, "FALSE", "25, 20, 20"
