int, string, string, ESkillType, bool, bool, bool, bool, EUnitAnimation, bool, string, string, FP, int, FP, EDamageType, ESkillPosition, ETargetType, ERangeType, ESkillParamType, FP, ESkillParamType, FP, ESkillParamType, FP, ESkillParamType, FP, ESkillParamType, FP, ESkillParamType, FP, ESkillParamType, FP, ESkillParamType, FP, ESkillParamType, FP, ESkillTag[], int, string, string, bool
50153, "IconSkill50153", "skill_name_50153", "AttackCount", "FALSE", "FALSE", "TRUE", "FALSE", "Skill_2", "TRUE", "Skill_5015_2", "skill_description_50153", "", 20, "", "Physical", "Target", "Target", "Multi", "Damage", 2500, "Range", 2, "Interval", "0.2", "Count", 4, "", "", "", "", "", "", "", "", "", "", "", "", "", "ingame_myth_rocketchu1_skill_2_attack", "TRUE"
51150, "", "", "Attack", "FALSE", "TRUE", "FALSE", "FALSE", "Default", "FALSE", "Skill_5115_Attack", "", "", "", "", "Physical", "Source", "Target", "Single", "Damage", 100, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "ingame_myth_rocketchu2_attack", "TRUE"
51151, "IconSkill51151", "skill_name_51151", "Initialize", "FALSE", "FALSE", "FALSE", "FALSE", "None", "TRUE", "Skill_5115_Ability", "skill_description_51151", "", "", "", "Physical", "", "", "", "AttackDamage", 1, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
51152, "IconSkill51152", "skill_name_51152", "Chance", "FALSE", "FALSE", "FALSE", "FALSE", "Skill_1", "TRUE", "Skill_5115_1", "skill_description_51152", "", "", 10, "Physical", "Target", "Target", "Multi", "Damage", 6000, "Range", "2.5", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "ingame_myth_rocketchu2_skill_1", "TRUE"
51153, "IconSkill51153", "skill_name_51153", "AttackCount", "FALSE", "FALSE", "TRUE", "FALSE", "Skill_2", "TRUE", "Skill_5115_2", "skill_description_51153", "", 15, "", "Physical", "Target", "Target", "Multi", "Damage", 4000, "Range", 2, "Interval", "0.2", "Count", 4, "", "", "", "", "", "", "", "", "", "", "", "", "", "ingame_myth_rocketchu2_skill_2_attack", "TRUE"
51154, "IconSkill51154", "skill_name_51154", "Cooltime", "TRUE", "FALSE", "FALSE", "FALSE", "Skill_3", "TRUE", "Skill_5115_3", "skill_description_51154", 25, "", "", "Physical", "Target", "Target", "Multi", "Damage", 700, "Range", 2, "Interval", "0.1", "Count", 100, "Duration", 10, "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
50161, "IconSkill50161", "skill_name_50161", "Initialize", "FALSE", "FALSE", "TRUE", "FALSE", "None", "TRUE", "Skill_5016_Ability", "skill_description_50161", "", "", "", "Magical", "", "", "", "AttackDamage", 5, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
50162, "IconSkill50162", "skill_name_50162", "Chance", "FALSE", "FALSE", "FALSE", "FALSE", "Skill_1", "TRUE", "Skill_5016_1", "skill_description_50162", "", "", 10, "Magical", "Target", "Target", "Multi", "Damage", 750, "Range", 2, "Interval", "0.1", "Count", 10, "Duration", 1, "", "", "", "", "", "", "", "", "", "", "", "ingame_myth_woochi_skill_attack", "TRUE"
50163, "IconSkill50163", "skill_name_50163", "Active", "TRUE", "FALSE", "FALSE", "FALSE", "Skill_2", "TRUE", "Skill_5016_2", "skill_description_50163", "", "", "", "Magical", "Target", "Target", "Multi", "Damage", 8000, "Range", 2, "AttackDamage", 10, "Count", 10, "", "", "", "", "", "", "", "", "", "", "", "", "", "ingame_myth_woochi_ultimate_attack", "TRUE"
50164, "", "", "Attack", "FALSE", "TRUE", "FALSE", "FALSE", "Default", "FALSE", "Skill_5016_Attack", "skill_description_50134", "", "", "", "Physical", "Source", "Target", "Single", "Damage", 100, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
50170, "IconSkill50170", "skill_name_50170", "Initialize", "FALSE", "FALSE", "FALSE", "FALSE", "None", "TRUE", "Skill_5017_Ability", "skill_description_50170", "", "", "", "Magical", "", "", "", "Count", 0, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
50171, "", "", "Attack", "FALSE", "TRUE", "FALSE", "FALSE", "Skill_3", "FALSE", "Skill_5017_Attack", "skill_description_50171", "", "", "", "Magical", "Source", "Target", "Single", "Damage", 100, "Interval", "0.25", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
50172, "IconSkill50172", "skill_name_50172", "Chance", "FALSE", "FALSE", "FALSE", "FALSE", "Skill_1", "TRUE", "Skill_5017_1", "skill_description_50172", "", "", 10, "Magical", "Source", "Target", "Single", "Count", 2, "Damage", 2500, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "TRUE"
50173, "IconSkill50173", "skill_name_50173", "Active", "TRUE", "FALSE", "FALSE", "FALSE", "Skill_2", "TRUE", "Skill_5017_2", "skill_description_50173", "", "", "", "Magical", "Source", "Target", "Single", "Duration", 20, "AttackDamage", 100, "Interval", "0.5", "AttackDamage2", 100, "MaxDuration", 15, "", "", "", "", "", "", "", "", "", "", "", "", "TRUE"
50180, "", "", "Attack", "FALSE", "TRUE", "FALSE", "FALSE", "Default", "FALSE", "Skill_5018_Attack", "", "", "", "", "Physical", "Target", "Target", "Single", "AttackDamage", 100, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
50181, "IconSkill50181", "skill_name_50181", "Chance", "FALSE", "FALSE", "FALSE", "FALSE", "Skill_1", "TRUE", "Skill_5018_1", "skill_description_50181", "", "", 6, "Magical", "Source", "Target", "Multi", "Damage", 550, "Range", "1.4", "ProjectileSpeed", 3, "Duration", 10, "Count", 2, "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
50182, "IconSkill50182", "skill_name_50182", "Chance", "FALSE", "FALSE", "FALSE", "FALSE", "Skill_2", "TRUE", "Skill_5018_2", "skill_description_50182", "", "", 8, "Magical", "Target", "Target", "Multi", "Damage", 5000, "Range", "1.5", "Percent", 50, "AttackDamage", 100, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
50183, "IconSkill50183", "skill_name_50183", "Active", "TRUE", "FALSE", "FALSE", "FALSE", "Skill_3", "TRUE", "Skill_5018_3", "skill_description_50183", "", "", "", "Magical", "Source", "Me", "Single", "Duration", 15, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
50184, "IconSkill50184", "skill_name_50184", "Initialize", "TRUE", "FALSE", "TRUE", "FALSE", "None", "TRUE", "Skill_5018_Ability", "skill_description_50184", "", "", "", "Magical", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
50190, "", "", "Attack", "FALSE", "TRUE", "FALSE", "FALSE", "Default", "FALSE", "Skill_5019_Attack", "", "", "", "", "Physical", "Target", "Target", "Single", "AttackDamage", 100, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
50191, "IconSkill50191", "skill_name_50191", "AttackCount", "FALSE", "FALSE", "FALSE", "FALSE", "Skill_1", "TRUE", "Skill_5019_1", "skill_description_50191", "", 25, "", "Physical", "Target", "Target", "Multi", "Damage", 7000, "Range", "1.5", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
50192, "IconSkill50192", "skill_name_50192", "Chance", "FALSE", "FALSE", "FALSE", "FALSE", "Skill_2", "TRUE", "Skill_5019_2", "skill_description_50192", "", "", 10, "Physical", "Target", "Target", "Multi", "Damage", 6000, "Range", 2, "Duration", 10, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
50193, "IconSkill50193", "skill_name_50193", "Cooltime", "TRUE", "FALSE", "FALSE", "FALSE", "Skill_3", "TRUE", "Skill_5019_3", "skill_description_50193", 40, "", "", "Physical", "Target", "Target", "Multi", "Damage", 2500, "Range", 1, "Interval", 1, "Count", 30, "Duration", 30, "MoveSpeed", "2.5", "Distance", 4, "", "", "", "", "", "", "", "", "FALSE"
50194, "IconSkill50194", "skill_name_50194", "Initialize", "FALSE", "FALSE", "TRUE", "FALSE", "None", "TRUE", "Skill_5019_Ability", "skill_description_50194", "", "", "", "Physical", "", "", "", "Damage", 6500, "Chance", 12, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
50200, "", "", "Attack", "FALSE", "TRUE", "FALSE", "FALSE", "Default", "FALSE", "Skill_5020_Attack", "", "", "", "", "Physical", "Target", "Target", "Single", "AttackDamage", 100, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
50201, "IconSkill50201", "skill_name_50201", "Chance", "FALSE", "FALSE", "FALSE", "FALSE", "Skill_1", "TRUE", "Skill_5020_1", "skill_description_50201", "", "", 10, "Physical", "Source", "Ally", "Multi", "AttackSpeed", 20, "Duration", 3, "Range", 4, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
50202, "IconSkill50202", "skill_name_50202", "Chance", "FALSE", "FALSE", "FALSE", "FALSE", "Skill_2", "TRUE", "Skill_5020_2", "skill_description_50202", "", "", 10, "Physical", "Target", "Target", "Multi", "Damage", 6000, "Range", "1.5", "Slow", 60, "Duration", 5, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
50203, "IconSkill50203", "skill_name_50203", "Cooltime", "TRUE", "FALSE", "FALSE", "FALSE", "Skill_3", "TRUE", "Skill_5020_3", "skill_description_50203", 30, "", "", "Physical", "Source", "Me", "Multi", "Chance", 36, "Chance2", 34, "Chance", 30, "Count", 1, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
50204, "IconSkill50204", "skill_name_50204", "Initialize", "FALSE", "FALSE", "TRUE", "FALSE", "None", "TRUE", "Skill_5020_Ability", "skill_description_50204", "", "", "", "Physical", "Source", "Target", "Single", "Chance", 30, "Count", 1, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
50210, "", "", "Attack", "FALSE", "TRUE", "FALSE", "FALSE", "Default", "FALSE", "Skill_5021_Attack", "skill_description_50210", "", "", "", "Physical", "Target", "Target", "Single", "AttackDamage", 100, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
50211, "IconSkill50211", "skill_name_50211", "Chance", "FALSE", "FALSE", "FALSE", "FALSE", "Skill_1", "TRUE", "Skill_5021_1", "skill_description_50211", "", "", 10, "Magical", "Target", "Target", "Multi", "Damage", 5000, "Range", "1.5", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
50212, "IconSkill50212", "skill_name_50212", "Chance", "FALSE", "FALSE", "TRUE", "FALSE", "Skill_2", "TRUE", "Skill_5021_2", "skill_description_50212", "", "", 12, "Magical", "Target", "Target", "Single", "Damage", 5000, "Range", 2, "Duration", 7, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
50213, "IconSkill50213", "skill_name_50213", "Active", "TRUE", "FALSE", "FALSE", "FALSE", "Skill_3", "TRUE", "Skill_5021_3", "skill_description_50213", "", "", "", "Magical", "Source", "Me", "Multi", "Duration", 30, "AttackDamage", 50, "AttackDamage2", 50, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
50214, "IconSkill50214", "skill_name_50214", "Initialize", "FALSE", "FALSE", "FALSE", "FALSE", "None", "TRUE", "Skill_5021_Ability", "skill_description_50214", "", "", "", "Magical", "", "", "", "AttackDamage", 200, "Chance", 20, "Count", 10, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
50220, "", "", "Attack", "FALSE", "TRUE", "FALSE", "FALSE", "Default", "FALSE", "Skill_5022_Attack", "", "", "", "", "Physical", "Target", "Target", "Single", "AttackDamage", 100, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
50221, "IconSkill_GlobalDefense", "skill_name_50221", "Initialize", "FALSE", "FALSE", "FALSE", "FALSE", "None", "TRUE", "Skill_5022_Ability", "skill_description_50221", "", "", "", "Physical", "", "", "", "Defense", 20, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
50222, "IconSkill50222", "skill_name_50222", "Chance", "FALSE", "FALSE", "FALSE", "FALSE", "Skill_1", "TRUE", "Skill_5022_1", "skill_description_50222", "", "", 8, "Physical", "Target", "Target", "Multi", "Damage", 500, "Range", "1.3", "Interval", "0.5", "Count", 10, "Duration", 5, "Percent", 60, "", "", "", "", "", "", "", "", "", "", "FALSE"
50223, "IconSkill50223", "skill_name_50223", "Chance", "FALSE", "FALSE", "FALSE", "FALSE", "Skill_2", "TRUE", "Skill_5022_2", "skill_description_50223", "", "", 8, "Physical", "Source", "Ally", "Multi", "Percent", 10, "Duration", 3, "Range", 4, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
50224, "IconSkill50224", "skill_name_50224", "Cooltime", "TRUE", "FALSE", "TRUE", "FALSE", "Skill_3", "TRUE", "Skill_5022_3", "skill_description_50224", 50, "", "", "Physical", "Source", "Ally", "Multi", "Percent", 15, "Range", 4, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
50230, "", "", "Attack", "FALSE", "TRUE", "FALSE", "FALSE", "Default", "FALSE", "Skill_5023_Attack", "skill_description_50230", "", "", "", "Physical", "Target", "Target", "Single", "AttackDamage", 100, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
50231, "IconSkill50231", "skill_name_50231", "Initialize", "FALSE", "FALSE", "FALSE", "FALSE", "None", "TRUE", "Skill_5023_Ability", "skill_description_50231", "", "", "", "Physical", "Source", "Me", "Single", "Percent", 1000, "Percent2", 30, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
50232, "IconSkill50232", "skill_name_50232", "Initialize", "FALSE", "FALSE", "FALSE", "FALSE", "None", "TRUE", "Skill_5023_Ability2", "skill_description_50232", "", "", "", "Physical", "Source", "Me", "Single", "Duration", 10, "Count", 1, "Count2", 5, "Range", "1.5", "Damage", 2000, "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
50233, "IconSkill50233", "skill_name_50233", "AttackCount", "FALSE", "FALSE", "FALSE", "FALSE", "Skill_1", "TRUE", "Skill_5023_1", "skill_description_50233", "", 15, "", "Physical", "Target", "Target", "Multi", "Damage", 6500, "Range", 2, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
50234, "IconSkill50234", "skill_name_50234", "Chance", "FALSE", "FALSE", "FALSE", "FALSE", "Skill_2", "TRUE", "Skill_5023_2", "skill_description_50234", "", "", 7, "Physical", "Target", "Target", "Multi", "Duration", 6, "AttackSpeed", 15, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
50235, "IconSkill50235", "skill_name_50235", "Cooltime", "TRUE", "FALSE", "FALSE", "FALSE", "Skill_3", "TRUE", "Skill_5023_3", "skill_description_50235", 50, "", "", "Physical", "Target", "Target", "Multi", "Damage", 20000, "Range", "1.5", "Duration", "1.5", "Percent", 100, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
50240, "", "", "Attack", "FALSE", "TRUE", "FALSE", "FALSE", "Default", "FALSE", "Skill_5024_Attack", "skill_description_50240", "", "", "", "Physical", "Target", "Target", "Single", "AttackDamage", 100, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
50241, "IconSkill50241", "skill_name_50241", "Initialize", "FALSE", "FALSE", "FALSE", "FALSE", "Action_1", "TRUE", "Skill_5024_Ability", "skill_description_50241", "", "", "", "Magical", "Source", "Me", "Single", "Percent", 1, "Count2", 30, "Count3", 70, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
50242, "IconSkill50242", "skill_name_50242", "Chance", "FALSE", "FALSE", "FALSE", "FALSE", "Skill_1", "TRUE", "Skill_5024_1", "skill_description_50242", "", "", 8, "Magical", "Target", "Target", "Multi", "Damage", 3500, "Range", 1, "Angle", 30, "Distance", 6, "Count", 1, "Count2", 2, "", "", "", "", "", "", "", "", "", "", "FALSE"
50243, "IconSkill50243", "skill_name_50243", "Chance", "FALSE", "FALSE", "TRUE", "FALSE", "Skill_2", "TRUE", "Skill_5024_2", "skill_description_50243", "", "", 6, "Magical", "Target", "Target", "Multi", "Damage", 400, "Range", 2, "Interval", "0.5", "Count", 6, "Duration", 3, "Duration2", 2, "", "", "", "", "", "", "", "", "", "", "FALSE"
50244, "IconSkill50244", "skill_name_50244", "Active", "TRUE", "FALSE", "FALSE", "FALSE", "Skill_3", "TRUE", "Skill_5024_3", "skill_description_50244", "", "", "", "Magical", "Source", "Me", "Single", "Cost", 3, "Count", 1, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
100001, "IconSkill_HyperAttackUp", "skill_name_100001", "Initialize", "FALSE", "FALSE", "FALSE", "FALSE", "None", "TRUE", "Skill_AfterAttackDamagePercentage", "skill_description_100001", "", "", "", "", "", "", "", "AttackDamage", 1000, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
150080, "IconSkill150080", "skill_name_150080", "Initialize", "FALSE", "FALSE", "FALSE", "FALSE", "Default", "TRUE", "Skill_15008_Passive", "skill_description_150080", "", "", "", "Magical", "", "", "", "AttackDamage", 10, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
150081, "IconSkill150081", "skill_name_150081", "Chance", "FALSE", "FALSE", "FALSE", "FALSE", "Default", "TRUE", "Skill_15008_1", "skill_description_150081", "", "", 9, "Magical", "Target", "Target", "Single", "Damage", 6000, "Range", "1.5", "SubDamage", 5000, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "Fx_15008_Skill_01", "", "FALSE"
150082, "IconSkill150082", "skill_name_150082", "Chance", "FALSE", "FALSE", "FALSE", "FALSE", "Default", "TRUE", "Skill_15008_2", "skill_description_150082", "", "", 10, "Magical", "Target", "Target", "Single", "Damage", 1000, "Range", "1.5", "Count", 10, "Interval", "0.4", "Duration", 4, "AttackDamage", 15, "AttackDamage2", 50, "Duration2", 4, "", "", "", "", "", "", "FALSE"
150083, "IconSkill150083", "skill_name_150083", "Passive", "TRUE", "FALSE", "FALSE", "FALSE", "Skill_3", "TRUE", "Skill_15008_3", "skill_description_150083", 1, "", "", "Magical", "Target", "Target", "Single", "Cost", 5, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "Ultimate | Count", "", "", "", "FALSE"
150090, "", "skill_name_150090", "Attack", "FALSE", "TRUE", "FALSE", "FALSE", "Default", "FALSE", "Skill_15009_Attack", "skill_description_150090", "", "", "", "Physical", "Target", "Target", "Single", "AttackDamage", 100, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
150091, "IconSkill150091", "skill_name_150091", "Initialize", "FALSE", "FALSE", "FALSE", "FALSE", "Action_1", "TRUE", "Skill_15009_Ability", "skill_description_150091", "", "", "", "Physical", "", "", "", "Chance", 35, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
150092, "IconSkill150092", "skill_name_150092", "Chance", "FALSE", "FALSE", "FALSE", "FALSE", "Skill_1", "TRUE", "Skill_15009_1", "skill_description_150092", "", "", 8, "Physical", "Target", "Target", "Multi", "Damage", 12000, "Slow", 80, "Range", 2, "Duration", 3, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
150093, "IconSkill150093", "skill_name_150093", "Chance", "FALSE", "FALSE", "FALSE", "FALSE", "Skill_2", "TRUE", "Skill_15009_2", "skill_description_150093", "", "", 12, "Physical", "Source", "Target", "Multi", "Damage", 9000, "Percent", 5, "Range", 2, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
151090, "IconSkill151090", "skill_name_151090", "Attack", "FALSE", "TRUE", "FALSE", "FALSE", "Default", "TRUE", "Skill_15109_Attack", "", "", "", "", "Magical", "Target", "Target", "Multi", "Damage", 2000, "Range", "1.5", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
151091, "IconSkill151091", "skill_name_151091", "Initialize", "FALSE", "FALSE", "FALSE", "FALSE", "Default", "FALSE", "Skill_15109_Ability", "skill_description_151091", "", "", "", "Magical", "Target", "Target", "Multi", "Percent", 5, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
151092, "IconSkill151092", "skill_name_151092", "Initialize", "FALSE", "FALSE", "FALSE", "FALSE", "Skill_1", "TRUE", "Skill_15109_Ability2", "skill_description_151092", "", "", "", "Magical", "Target", "Target", "Multi", "Damage", 2000, "Range", "1.5", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
151093, "IconSkill151093", "skill_name_151093", "Chance", "FALSE", "FALSE", "FALSE", "FALSE", "Skill_2", "TRUE", "Skill_15109_2", "skill_description_151093", "", "", 8, "Magical", "Target", "Target", "Single", "Damage", 35000, "Count", 10, "Interval", "0.1", "Range", "2.5", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
151094, "IconSkill151094", "skill_name_151094", "Active", "TRUE", "FALSE", "FALSE", "FALSE", "Skill_3", "TRUE", "Skill_15109_3", "skill_description_151094", "", "", "", "Magical", "Target", "Target", "Multi", "Damage", 600, "Count", 200, "Interval", "0.1", "Range", "1.2", "Duration", 20, "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
150210, "", "skill_name_150210", "Attack", "FALSE", "TRUE", "FALSE", "FALSE", "Default", "FALSE", "Skill_15021_Attack", "skill_description_150210", "", "", "", "Physical", "Target", "Target", "Single", "AttackDamage", 100, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
150211, "IconSkill150211", "skill_name_150211", "Chance", "FALSE", "FALSE", "FALSE", "FALSE", "Skill_1", "TRUE", "Skill_15021_1", "skill_description_150211", "", "", 10, "Magical", "Target", "Target", "Multi", "Damage", 18000, "Duration", "0.8", "Distance", 16, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
150212, "IconSkill150212", "skill_name_150212", "Chance", "FALSE", "FALSE", "FALSE", "FALSE", "Skill_2", "TRUE", "Skill_15021_2", "skill_description_150212", "", "", 10, "Magical", "Target", "Target", "Single", "Damage", 10000, "Count", 3, "Range", 2, "Duration", 10, "AttackDamage", 100, "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
150213, "IconSkill150213", "skill_name_150213", "Active", "TRUE", "FALSE", "FALSE", "FALSE", "Skill_3", "TRUE", "Skill_15021_3", "skill_description_150213", "", "", "", "Magical", "Target", "Target", "Multi", "Damage", 4500, "Range", "1.5", "Interval", "0.4", "Count", 25, "Duration", 10, "AttackDamage", 50, "", "", "", "", "", "", "", "", "", "", "FALSE"
150214, "IconSkill150214", "skill_name_150214", "Initialize", "FALSE", "FALSE", "FALSE", "FALSE", "None", "TRUE", "Skill_15021_Ability", "skill_description_150214", "", "", "", "Magical", "", "", "", "AttackDamage", 5, "AttackDamage2", 2000, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
150010, "", "skill_name_150010", "Attack", "FALSE", "TRUE", "FALSE", "FALSE", "Default", "TRUE", "Skill_15001_Attack", "skill_description_150010", "", "", "", "Physical", "Target", "Target", "Multi", "Damage", 100, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
150011, "IconSkill150011", "skill_name_150011", "Initialize", "FALSE", "FALSE", "FALSE", "FALSE", "Default", "TRUE", "Skill_15001_Passive", "skill_description_150011", "", "", "", "Physical", "Target", "Target", "Multi", "AttackDamage", 500, "Range", 1, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
150012, "IconSkill150012", "skill_name_150012", "Chance", "FALSE", "FALSE", "FALSE", "FALSE", "Skill_1", "TRUE", "Skill_15001_1", "skill_description_150012", "", "", 10, "Physical", "Target", "Target", "Multi", "Damage", 4000, "Range", 2, "Duration", "2.5", "Interval", "0.5", "Count", 5, "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
150013, "IconSkill150013", "skill_name_150013", "AttackCount", "FALSE", "FALSE", "FALSE", "FALSE", "Skill_2", "TRUE", "Skill_15001_2", "skill_description_150013", "", 10, "", "Physical", "Target", "Target", "Multi", "Damage", 8000, "Range", "1.5", "Count", 5, "AttackDamage", 100, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
150014, "IconSkill150014", "skill_name_150014", "Cooltime", "TRUE", "FALSE", "TRUE", "FALSE", "Skill_3", "TRUE", "Skill_15001_Ultimate", "skill_description_150014", 60, "", "", "Physical", "Source", "Me", "Single", "Duration", 10, "AttackDamage", 100, "AttackSpeed", 30, "Percent", 25, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
150015, "", "", "Chance", "FALSE", "TRUE", "FALSE", "FALSE", "Skill_3", "TRUE", "Skill_15001_Release_Ultimate", "", "", "", 100, "Physical", "Source", "Me", "Single", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
130070, "IconSkill130070", "skill_name_130070", "Initialize", "FALSE", "FALSE", "FALSE", "FALSE", "None", "TRUE", "Skill_13007_Ability", "skill_description_130070", "", "", "", "Physical", "Source", "Me", "Single", "Duration", 2, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", 0, "", "", "FALSE"
130071, "IconSkill130071", "skill_name_130071", "AttackCount", "FALSE", "FALSE", "FALSE", "FALSE", "Skill_1", "TRUE", "Skill_13007_1", "skill_description_130071", "", 10, "", "Physical", "Target", "Target", "Multi", "Damage", 5000, "Range", 1, "Interval", "0.2", "Count", 4, "", "", "", "", "", "", "", "", "", "", "", 1, "", "", "FALSE"
130072, "IconSkill130072", "skill_name_130072", "Chance", "FALSE", "FALSE", "TRUE", "FALSE", "Skill_2", "TRUE", "Skill_13007_2", "skill_description_130072", "", "", 10, "Physical", "Target", "Target", "Multi", "Damage", 4000, "Chance2", 50, "Interval", "0.5", "Range", "1.5", "Chance3", 25, "", "", "", "", "", "", "", "", "", 2, "", "", "FALSE"
130073, "IconSkill130073", "skill_name_130073", "Cooltime", "TRUE", "FALSE", "FALSE", "FALSE", "Skill_2", "TRUE", "Skill_13007_3", "skill_description_130073", 50, "", "", "Physical", "Target", "Target", "Multi", "Damage", 50000, "Chance", 50, "SubDamage", 35000, "AttackDamage", 100, "", "", "", "", "", "", "", "", "", "", "", 3, "", "", "FALSE"
130074, "", "", "Attack", "FALSE", "TRUE", "FALSE", "FALSE", "Default", "TRUE", "Skill_13007_Attack", "", "", "", "", "Physical", "Target", "Target", "Single", "Damage", 100, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
150220, "", "", "Attack", "FALSE", "TRUE", "FALSE", "FALSE", "Default", "FALSE", "Skill_15022_Attack", "", "", "", "", "Physical", "Target", "Target", "Single", "AttackDamage", 100, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
150221, "IconSkill150221", "skill_name_150221", "Initialize", "FALSE", "FALSE", "FALSE", "FALSE", "None", "TRUE", "Skill_15022_Ability", "skill_description_150221", "", "", "", "Physical", "", "", "", "Percent", 50, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
