int, int, int, int, string, string, EShopProductPayType, int, bool, float, float, int, float, string, int, int, int, float, TableReward, TableReward, TableReward, TableReward, bool, bool, bool, string, bool
25003, 0, "", 400, "스킨 패키지", "frame_name_1002", "IAP", "", "FALSE", "", "", "", "6.99", "product_skin_500302", 1, 1, "", " ", "2000, 5003 ,1, 1", "2001, 500302, 1, 1", "3001, 1002, 1, 1", "", "FALSE", "TRUE", "FALSE", "", "TRUE"
25004, 0, "", 400, "스킨 패키지", "frame_name_1003", "IAP", "", "FALSE", "", "", "", "6.99", "product_skin_501002", 1, 1, "", " ", "2000, 5010 ,1, 1", "2001, 501002, 1, 1", "3001, 1003, 1, 1", "", "FALSE", "TRUE", "FALSE", "", "TRUE"
25005, 0, "", 400, "스킨 패키지", "frame_name_1004", "IAP", "", "FALSE", "", "", "", "6.99", "product_skin_500502", 1, 1, "", " ", "2000, 5005 ,1, 1", "2001, 500502, 1, 1", "3001, 1004, 1, 1", "", "FALSE", "TRUE", "FALSE", "", "TRUE"
25006, 0, "", 400, "스킨 패키지", "frame_name_1005", "IAP", "", "FALSE", "", "", "", "6.99", "product_skin_500602", 1, 1, "", " ", "2000, 5006 ,1, 1", "2001, 500602, 1, 1", "3001, 1005, 1, 1", "", "FALSE", "TRUE", "FALSE", "", "TRUE"
25007, 0, "", 400, "스킨 패키지", "frame_name_1006", "IAP", "", "FALSE", "", "", "", "6.99", "product_skin_500702", 1, 1, "", " ", "2000, 5007 ,1, 1", "2001, 500702, 1, 1", "3001, 1006, 1, 1", "", "FALSE", "TRUE", "FALSE", "", "TRUE"
25008, 0, "", 400, "스킨 패키지", "frame_name_1007", "IAP", "", "FALSE", "", "", "", "6.99", "product_skin_501102", 1, 1, "", " ", "2000, 5011 ,1, 1", "2001, 501102, 1, 1", "3001, 1007, 1, 1", "", "FALSE", "TRUE", "FALSE", "", "TRUE"
25009, 0, "", 400, "스킨 패키지", "frame_name_1008", "IAP", "", "FALSE", "", "", "", "6.99", "product_skin_501502", 1, 1, "", " ", "2000, 5015 ,1, 1", "2001, 501502, 1, 1", "3001, 1008, 1, 1", "", "FALSE", "TRUE", "FALSE", "", "TRUE"
25010, 0, "", 400, "스킨 패키지", "frame_name_1009", "IAP", "", "FALSE", "", "", "", "6.99", "product_skin_501602", 1, 1, "", " ", "2000, 5016 ,1, 1", "2001, 501602, 1, 1", "3001, 1009, 1, 1", "", "FALSE", "TRUE", "FALSE", "", "TRUE"
25011, 0, "", 400, "스킨 패키지", "frame_name_1010", "IAP", "", "FALSE", "", "", "", "6.99", "product_skin_501202", 1, 1, "", " ", "2000, 5012 ,1, 1", "2001, 501202, 1, 1", "3001, 1010, 1, 1", "", "FALSE", "TRUE", "FALSE", "", "TRUE"
25012, 0, "", 400, "스킨 패키지", "frame_name_1011", "IAP", "", "FALSE", "", "", "", "6.99", "product_skin_400102", 1, 1, "", " ", "2000, 4001 ,1, 1", "2001, 400102, 1, 1", "3001, 1011, 1, 1", "", "FALSE", "TRUE", "FALSE", "", "TRUE"
25013, 0, "", 400, "스킨 패키지", "frame_name_1012", "IAP", "", "FALSE", "", "", "", "6.99", "product_skin_500402", 1, 1, "", " ", "2000, 5004 ,1, 1", "2001, 500402, 1, 1", "3001, 1012, 1, 1", "", "FALSE", "TRUE", "FALSE", "", "TRUE"
25014, 0, "", 400, "스킨 패키지", "frame_name_1013", "IAP", "", "FALSE", "", "", "", "6.99", "product_skin_501902", 1, 1, "", " ", "2000, 5019 ,1, 1", "2001, 501902, 1, 1", "3001, 1013, 1, 1", "", "FALSE", "TRUE", "FALSE", "", "TRUE"
25015, 0, "", 400, "스킨 패키지", "frame_name_1014", "IAP", "", "FALSE", "", "", "", "6.99", "product_skin_501702", 1, 1, "", " ", "2000, 5017 ,1, 1", "2001, 501702, 1, 1", "3001, 1014, 1, 1", "", "FALSE", "TRUE", "FALSE", "", "TRUE"
25016, 0, "", 400, "스킨 패키지", "frame_name_1015", "IAP", "", "FALSE", "", "", "", "6.99", "product_skin_501302", 1, 1, "", " ", "2000, 5013 ,1, 1", "2001, 501302, 1, 1", "3001, 1015, 1, 1", "", "FALSE", "TRUE", "FALSE", "", "TRUE"
25017, 0, "", 400, "스킨 패키지", "frame_name_1016", "IAP", "", "FALSE", "", "", "", "6.99", "product_skin_501802", 1, 1, "", " ", "2000, 5018 ,1, 1", "2001, 501802, 1, 1", "3001, 1016, 1, 1", "", "FALSE", "TRUE", "FALSE", "", "TRUE"
25018, 0, "", 400, "스킨 패키지", "frame_name_1017", "IAP", "", "FALSE", "", "", "", "6.99", "product_skin_500802", 1, 1, "", " ", "2000, 5008 ,1, 1", "2001, 500802, 1, 1", "3001, 1017, 1, 1", "", "FALSE", "TRUE", "FALSE", "", "TRUE"
25019, 0, "", 400, "스킨 패키지", "frame_name_1018", "IAP", "", "FALSE", "", "", "", "6.99", "product_skin_501402", 1, 1, "", " ", "2000, 5014 ,1, 1", "2001, 501402, 1, 1", "3001, 1018, 1, 1", "", "FALSE", "TRUE", "FALSE", "", "TRUE"
25020, 0, "", 400, "스킨 패키지", "frame_name_1019", "IAP", "", "FALSE", "", "", "", "6.99", "product_skin_502002", 1, 1, "", " ", "2000, 5020 ,1, 1", "2001, 502002, 1, 1", "3001, 1019, 1, 1", "", "FALSE", "TRUE", "FALSE", "", "TRUE"
25021, 0, "", 400, "스킨 패키지", "frame_name_1020", "IAP", "", "FALSE", "", "", "", "6.99", "product_skin_400202", 1, 1, "", " ", "2000, 4002 ,1, 1", "2001, 400202, 1, 1", "3001, 1020, 1, 1", "", "FALSE", "TRUE", "FALSE", "", "TRUE"
25022, 0, "", 400, "스킨 패키지", "frame_name_1021", "IAP", "", "FALSE", "", "", "", "6.99", "product_skin_500102", 1, 1, "", " ", "2000, 5001 ,1, 1", "2001, 500102, 1, 1", "3001, 1021, 1, 1", "", "FALSE", "TRUE", "FALSE", "", "TRUE"
25023, 0, "", 400, "스킨 패키지", "frame_name_1022", "IAP", "", "FALSE", "", "", "", "6.99", "product_skin_500202", 1, 1, "", " ", "2000, 5002 ,1, 1", "2001, 500202, 1, 1", "3001, 1022, 1, 1", "", "FALSE", "TRUE", "FALSE", "", "TRUE"
25024, 0, "", 400, "스킨 패키지", "frame_name_1023", "IAP", "", "FALSE", "", "", "", "6.99", "product_skin_502302", 1, 1, "", " ", "2000, 5023 ,1, 1", "2001, 502302, 1, 1", "3001, 1023, 1, 1", "", "FALSE", "TRUE", "FALSE", "", "TRUE"
25025, 0, "", 400, "스킨 패키지", "frame_name_1024", "IAP", "", "FALSE", "", "", "", "6.99", "product_skin_502102", 1, 1, "", " ", "2000, 5021 ,1, 1", "2001, 502102, 1, 1", "3001, 1024, 1, 1", "", "FALSE", "TRUE", "FALSE", "", "TRUE"
25026, 0, "", 400, "스킨 패키지", "frame_name_1025", "IAP", "", "FALSE", "", "", "", "6.99", "product_skin_300702", 1, 1, "", " ", "2000, 3007 ,1, 1", "2001, 300702, 1, 1", "3001, 1025, 1, 1", "", "FALSE", "TRUE", "FALSE", "", "TRUE"
25027, 0, "", 400, "스킨 패키지", "frame_name_1026", "IAP", "", "FALSE", "", "", "", "6.99", "product_skin_300402", 1, 1, "", "", "2000, 3004 ,1, 1", "2001, 300402, 1, 1", "3001, 1026, 1, 1", "", "FALSE", "TRUE", "FALSE", "", "TRUE"
25028, 0, "", 400, "스킨 패키지", "frame_name_1027", "IAP", "", "FALSE", "", "", "", "6.99", "product_skin_502202", 1, 1, "", "", "2000, 5022 ,1, 1", "2001, 502202, 1, 1", "3001, 1027, 1, 1", "", "FALSE", "TRUE", "FALSE", "", "TRUE"
25029, 0, "", 400, "스킨 패키지", "frame_name_1028", "IAP", "", "FALSE", "", "", "", "6.99", "product_skin_500303", 1, 1, "", "", "2000, 5003 ,1, 1", "2001, 500303, 1, 1", "3001, 1028, 1, 1", "", "FALSE", "TRUE", "FALSE", "", "TRUE"
25030, 0, "", 400, "스킨 패키지", "frame_name_1029", "IAP", "", "FALSE", "", "", "", "6.99", "product_skin_500703", 1, 1, "", "", "2000, 5007 ,1, 1", "2001, 500703, 1, 1", "3001, 1029, 1, 1", "", "FALSE", "TRUE", "FALSE", "", "TRUE"
30001, 0, "", 200, "골드 패키지", "product_name_30001", "IAP", "", "FALSE", 67, 3, "", "15.99", "product_gold_package_1", 1, 1, "", " ", "101, 200000, 200000", "", "", "", "FALSE", "TRUE", "FALSE", "", "FALSE"
30002, 0, "", 200, "골드 패키지", "product_name_30002", "IAP", "", "FALSE", 75, 4, "", "17.99", "product_gold_package_2", 1, 1, "", " ", "101, 300000, 300000", "", "", "", "FALSE", "TRUE", "FALSE", "", "FALSE"
30003, 0, "", 200, "골드 패키지", "product_name_30003", "IAP", "", "FALSE", 80, 5, "", "23.99", "product_gold_package_3", 1, 1, "", " ", "101, 500000, 500000", "", "", "", "FALSE", "TRUE", "FALSE", "", "FALSE"
31001, 1, "", 200, "길드 패키지", "product_name_31001", "IAP", "", "FALSE", "", "", "", "6.99", "product_guild_package_1", 1, 1, "", "", "201, 20, 20", "102, 1000, 1000", "", "", "FALSE", "TRUE", "FALSE", "", "FALSE"
31002, 1, "", 200, "길드 패키지", "product_name_31001", "IAP", "", "FALSE", "", "", "", "6.99", "product_guild_package_2", 1, 1, "", "", "201, 20, 20", "102, 1000, 1000", "", "", "FALSE", "TRUE", "FALSE", "", "FALSE"
31101, 2, "", 200, "길드 패키지", "product_name_31001", "Free", "", "FALSE", "", "", "", "", "", 1, 1, "", "", "102, 500, 500", "", "", "", "FALSE", "FALSE", "FALSE", "", "FALSE"
40001, 1, "", 200, "황금 열쇠 패키지", "product_name_40001", "IAP", "", "FALSE", 83, 6, "", "27.99", "product_goldkey_package_1", 1, 1, "", "", "204, 50, 50", "102, 4000, 4000", "", "", "FALSE", "TRUE", "FALSE", "", "FALSE"
40002, 2, "", 200, "황금 열쇠 패키지", "product_name_40002", "IAP", "", "FALSE", 83, 6, "", "49.99", "product_goldkey_package_2", 1, 1, "", "", "204, 90, 90", "102, 5000, 5000", "", "", "FALSE", "TRUE", "FALSE", "", "FALSE"
90001, 0, "", 100, "", "product_name_90001", "IAP", "", "FALSE", 0, 0, "", "4.99", "product_contest_package", 1, 1, "", "", "3000, 90001, 1, 1", "3001, 90001, 1, 1", "", "", "FALSE", "TRUE", "FALSE", "", "TRUE"
90010, 0, "", 910, "", "diashop_free_key", "Free", "", "", "", "", "", "", "", 1, 1, "", "", "201, 1, 1", "", "", "", "FALSE", "FALSE", "FALSE", "icon_product_key_free", "FALSE"
90011, 1, "", 910, "", "diashop_product_key1", "Cost", 102, "TRUE", 50, 50, 3000, "", "", 1, 1, "", "", "201, 10, 10", "", "", "", "FALSE", "FALSE", "FALSE", "icon_product_key_1", "FALSE"
90012, 2, "", 910, "", "diashop_product_key2", "Cost", 102, "TRUE", 40, 40, 9000, "", "", 1, 1, "", "", "201, 25, 25", "", "", "", "FALSE", "FALSE", "FALSE", "icon_product_key_2", "FALSE"
90013, 3, "", 910, "", "diashop_product_key3", "Cost", 102, "TRUE", 33, 33, 20000, "", "", 1, 1, "", "", "201, 50, 50", "", "", "", "FALSE", "FALSE", "FALSE", "icon_product_key_3", "FALSE"
30401, 22, "", 200, "지하동굴 패키지", "product_name_30401", "IAP", "", "FALSE", 75, 4, "", "4.99", "product_cave_boost_package_1", 1, 1, "", "", "104, 60, 60", "102, 500, 500", "103, 200, 200", "", "FALSE", "TRUE", "FALSE", "", "FALSE"
30402, 23, "", 200, "지하동굴 패키지", "product_name_30402", "IAP", "", "FALSE", 80, 5, "", "5.99", "product_cave_boost_package_2", 1, 1, "", "", "201, 10, 10", "102, 1000, 1000", "103, 200, 200", "", "FALSE", "TRUE", "FALSE", "", "FALSE"
30403, 24, "", 200, "지하동굴 패키지", "product_name_30403", "IAP", "", "FALSE", 83, 6, "", "8.99", "product_cave_boost_package_3", 1, 1, "", "", "104, 120, 120", "201, 10, 10", "", "", "FALSE", "TRUE", "FALSE", "", "FALSE"
30404, 25, "", 200, "지하동굴 패키지", "product_name_30404", "IAP", "", "FALSE", 83, 6, "", "12.99", "product_cave_boost_package_4", 1, 1, "", "", "104, 200, 200", "201, 10, 10", "102, 2000, 2000", "", "FALSE", "TRUE", "FALSE", "", "FALSE"
30405, 26, "", 200, "지하동굴 패키지", "product_name_30405", "IAP", "", "FALSE", 83, 6, "", "17.99", "product_cave_boost_package_5", 1, 1, "", "", "107, 60, 60", "101, 100000, 100000", "", "", "FALSE", "TRUE", "FALSE", "", "FALSE"
30406, 27, "", 200, "지하동굴 패키지", "product_name_30406", "IAP", "", "FALSE", 80, 5, "", "4.99", "product_cave_package_1", 1, 1, "", "", "104, 60, 60", "102, 2000, 2000", "", "", "FALSE", "TRUE", "FALSE", "", "FALSE"
30407, 28, "", 200, "지하동굴 패키지", "product_name_30407", "IAP", "", "FALSE", 83, 6, "", "6.99", "product_cave_package_2", 1, 1, "", "", "201, 15, 15", "102, 1000, 1000", "", "", "FALSE", "TRUE", "FALSE", "", "TRUE"
30408, 29, "", 200, "지하동굴 패키지", "product_name_30408", "IAP", "", "FALSE", 83, 6, "", "9.99", "product_cave_package_3", 1, 1, "", "", "201, 20, 20", "102, 1500, 1500", "101, 20000, 20000", "", "FALSE", "TRUE", "FALSE", "", "FALSE"
30409, 30, "", 200, "지하동굴 패키지", "product_name_30409", "IAP", "", "FALSE", 83, 6, "", "14.99", "product_cave_package_4", 1, 1, "", "", "107, 50, 50", "101, 100000, 100000", "", "", "FALSE", "TRUE", "FALSE", "", "FALSE"
30410, 31, "", 200, "지하동굴 패키지", "product_name_30410", "IAP", "", "FALSE", 83, 6, "", "24.99", "product_cave_package_5", 1, 1, "", "", "201, 50, 50", "102, 3000, 3000", "103, 500, 500", "", "FALSE", "TRUE", "FALSE", "", "FALSE"
7001, 1, "", 7, "VIP", "shop_product_vip", "IAP", "", "FALSE", 90, 10, "", "4.99", "product_subscribe_vip", 1, 0, "", "", "102, 1000, 1000", "", "", "", "FALSE", "TRUE", "FALSE", "", "TRUE"
7002, 2, "", 7, "VVIP", "shop_product_vvip", "IAP", "", "FALSE", 90, 10, "", "11.99", "product_subscribe_vvip", 1, 0, "", "", "102, 2500, 2500", "", "", "", "FALSE", "TRUE", "FALSE", "", "TRUE"
7003, 2, "", 7, "VVIP", "product_name_7003", "IAP", "", "TRUE", "41.766", 10, "", "6.99", "product_sale_subscribe_vvip", 1, 0, "", "", "102, 2500, 2500", "", "", "", "FALSE", "TRUE", "FALSE", "", "TRUE"
8001, 1, "", 7, "에너지 배수 패키지", "shop_product_playmultiply", "IAP", "", "FALSE", 83, 10, "", "19.99", "product_playmultiply", 1, 1, "", "", "102, 5000, 5000", "4201, 1, 1", "", "", "FALSE", "TRUE", "FALSE", "", "TRUE"
8002, 1, "", 7, "프리미엄 신규 출석부", "shop_product_premium_newuser", "IAP", "", "FALSE", 97, 30, "", "9.99", "product_newuser_checkin", 1, 1, "", "", "", "", "", "", "FALSE", "TRUE", "FALSE", "", "TRUE"
3001, 1, "", 3, "", "유물 상자", "Cost", 102, "", "", "", 300, "", "", 1, 0, "", "", "300, 1000, 1, 1", "", "", "", "FALSE", "TRUE", "FALSE", "icon_box_1", "FALSE"
3002, 2, "", 3, "", "유물 상자(열쇠)", "Cost", 201, "", "", "", 1, "", "", 1, 0, "", "", "300, 1000, 1, 1", "", "", "", "FALSE", "TRUE", "FALSE", "icon_box_1", "FALSE"
3003, 3, "", 3, "", "유물 상자(광고)", "Ads", "", "", "", "", "", "", "", 1, 1, 43250, "", "300, 1000, 1, 1", "", "", "", "FALSE", "TRUE", "FALSE", "icon_box_1", "FALSE"
3004, 4, "", 3, "", "유물 상자", "Cost", 102, "", "", "", 3000, "", "", 10, 0, "", "", "300, 1000, 1, 1", "", "", "", "FALSE", "TRUE", "FALSE", "icon_box_1", "FALSE"
3005, 5, "", 3, "", "유물 상자(열쇠)", "Cost", 201, "", "", "", 10, "", "", 10, 0, "", "", "300, 1000, 1, 1", "", "", "", "FALSE", "TRUE", "FALSE", "icon_box_1", "FALSE"
4001, 1, "", 4, "", "신화 뽑기", "Cost", 102, "", "", "", 500, "", "", 1, 0, "", "", "300, 2000, 1, 1", "", "", "", "FALSE", "TRUE", "FALSE", "icon_mythical_1", "FALSE"
4002, 2, "", 4, "", "신화 뽑기(열쇠)", "Cost", 203, "", "", "", 1, "", "", 1, 0, "", "", "300, 2000, 1, 1", "", "", "", "FALSE", "TRUE", "FALSE", "icon_mythical_1", "FALSE"
4003, 3, "", 4, "", "신화 뽑기 (확정)", "Cost", 102, "", "", "", 2000, "", "", 1, 0, "", "", "300, 2000, 1, 1", "", "", "", "FALSE", "TRUE", "FALSE", "", "FALSE"
4004, 4, "", 4, "", "신화 뽑기 (확정) (열쇠)", "Cost", 103, "", "", "", 1, "", "", 1, 0, "", "", "300, 2000, 1, 1", "", "", "", "FALSE", "TRUE", "FALSE", "", "FALSE"
5001, 1, "", 5, "", "shop_product_currency_gold1", "Cost", 102, "", "", "", 80, "", "", 1, 0, "", "", "101, 1600, 1600", "", "", "", "FALSE", "TRUE", "TRUE", "icon_product_gold_1", "FALSE"
5002, 2, "", 5, "", "shop_product_currency_gold1", "Free", "", "", "", "", "", "", "", 1, 1, "", "", "101, 1600, 1600", "", "", "", "FALSE", "TRUE", "FALSE", "icon_product_gold_1", "FALSE"
5003, 3, "", 5, "", "shop_product_currency_gold1", "Ads", "", "", "", "", "", "", "", 1, 2, "", "", "101, 1600, 1600", "", "", "", "FALSE", "TRUE", "FALSE", "icon_product_gold_1", "FALSE"
5004, 4, "", 5, "", "shop_product_currency_gold2", "Cost", 102, "", "", "", 500, "", "", 1, 0, "", "", "101, 10000, 10000", "", "", "", "FALSE", "TRUE", "TRUE", "icon_product_gold_2", "FALSE"
5005, 5, "", 5, "", "shop_product_currency_gold3", "Cost", 102, "", "", "", 3000, "", "", 1, 0, "", "", "101, 60000, 60000", "", "", "", "FALSE", "TRUE", "TRUE", "icon_product_gold_3", "FALSE"
5006, 6, "", 5, "", "shop_product_currency_mythpoint1", "Cost", 102, "", "", "", 500, "", "", 1, 0, "", "", "104, 10, 10", "", "", "", "FALSE", "FALSE", "TRUE", "", "FALSE"
5007, 7, "", 5, "", "shop_product_currency_mythpoint2", "Cost", 102, "", "", "", 5000, "", "", 1, 0, "", "", "104, 100, 100", "", "", "", "FALSE", "FALSE", "TRUE", "", "FALSE"
5008, 8, "", 5, "", "shop_product_currency_mythpoint3", "Cost", 102, "", "", "", 20000, "", "", 1, 0, "", "", "104, 400, 400", "", "", "", "FALSE", "FALSE", "TRUE", "", "FALSE"
5501, 1, "", 5, "", "shop_product_currency_hyperpoint1", "Cost", 102, "", "", "", 500, "", "", 1, 0, "", "", "116, 5, 5", "", "", "", "FALSE", "FALSE", "TRUE", "", "FALSE"
5502, 2, "", 5, "", "shop_product_currency_hyperpoint2", "Cost", 102, "", "", "", 5000, "", "", 1, 0, "", "", "116, 50, 50", "", "", "", "FALSE", "FALSE", "TRUE", "", "FALSE"
5503, 3, "", 5, "", "shop_product_currency_hyperpoint3", "Cost", 102, "", "", "", 20000, "", "", 1, 0, "", "", "116, 200, 200", "", "", "", "FALSE", "FALSE", "TRUE", "", "FALSE"
6000, 0, "", 6, "상점 보석", "shop_product_currency_diamond0", "IAP", "", "", "", "", 5500, "3.99", "product_diamond_new_0", 1, 0, "", "", "102, 700, 700", "", "", "", "TRUE", "TRUE", "FALSE", "icon_product_dia_1", "FALSE"
6001, 1, "", 6, "상점 보석", "shop_product_currency_diamond1", "IAP", "", "", "", "", 13900, "9.99", "product_diamond_new_1", 1, 0, "", "", "102, 1800, 1800", "", "", "", "TRUE", "TRUE", "FALSE", "icon_product_dia_2", "FALSE"
6002, 2, "", 6, "상점 보석", "shop_product_currency_diamond2", "IAP", "", "", "", "", 33000, "24.99", "product_diamond_new_2", 1, 0, "", "", "102, 4500, 4500", "", "", "", "TRUE", "TRUE", "FALSE", "icon_product_dia_4", "FALSE"
6003, 3, "", 6, "상점 보석", "shop_product_currency_diamond3", "IAP", "", "", "", "", 98000, "69.99", "product_diamond_new_3", 1, 0, "", "", "102, 14000, 14000", "", "", "", "TRUE", "TRUE", "FALSE", "icon_product_dia_5", "FALSE"
6004, 4, "", 6, "상점 보석", "shop_product_currency_diamond4", "IAP", "", "", "", "", 149000, "99.99", "product_diamond_new_4", 1, 0, "", "", "102, 20000, 20000", "", "", "", "TRUE", "TRUE", "FALSE", "icon_product_dia_6", "FALSE"
2001, 0, "", 2, "", "shop_daily_product_freedia", "Free", "", "", "", "", "", "", "", 1, 1, "", "", "102, 30, 30", "", "", "", "FALSE", "TRUE", "FALSE", "icon_product_dia_1", "FALSE"
2002, 0, "", 2, "", "shop_daily_product_freedia", "Ads", "", "", "", "", "", "", "", 1, 2, "", "", "102, 30, 30", "", "", "", "FALSE", "TRUE", "FALSE", "icon_product_dia_1", "FALSE"
9000, 0, "", 9, "", "shop_product_currency_chur1", "Free", "", "", "", "", "", "", "", 1, 1, "", "", "107, 1, 1", "", "", "", "FALSE", "FALSE", "FALSE", "icon_product_chur_1", "FALSE"
9001, 1, "", 9, "", "shop_product_currency_chur1", "Cost", 102, "", "", "", 300, "", "", 1, 0, "", "", "107, 1, 1", "", "", "", "FALSE", "FALSE", "TRUE", "icon_product_chur_1", "FALSE"
9002, 2, "", 9, "", "shop_product_currency_chur2", "Cost", 102, "", "", "", 3000, "", "", 1, 0, "", "", "107, 10, 10", "", "", "", "FALSE", "FALSE", "TRUE", "icon_product_chur_2", "FALSE"
9003, 3, "", 9, "", "shop_product_currency_chur3", "Cost", 102, "", "", "", 15000, "", "", 1, 0, "", "", "107, 50, 50", "", "", "", "FALSE", "FALSE", "TRUE", "icon_product_chur_3", "FALSE"
2101, 1, "", 2, "", "일반 영웅 x10", "Cost", 101, "", "", "", 1000, "", "", 1, 1, "", 10, "500, 0, 1, 1, 10, 10", "", "", "", "FALSE", "TRUE", "FALSE", "", "FALSE"
2102, 2, "", 2, "", "희귀 영웅 x10", "Cost", 101, "", "", "", 1600, "", "", 1, 1, "", 8, "500, 1, 1, 1, 10, 10", "", "", "", "FALSE", "TRUE", "FALSE", "", "FALSE"
2103, 3, "", 2, "", "유일 영웅 x3", "Cost", 101, "", "", "", 2000, "", "", 1, 1, "", 7, "500, 2, 1, 1, 10, 10", "", "", "", "FALSE", "TRUE", "FALSE", "", "FALSE"
2104, 4, "", 2, "", "전설 영웅 x1", "Cost", 101, "", "", "", 4000, "", "", 1, 1, "", 5, "500, 3, 1, 1, 10, 10", "", "", "", "FALSE", "TRUE", "FALSE", "", "FALSE"
2106, 5, "", 2, "", "일반 영웅 x10", "Cost", 102, "", "", "", 50, "", "", 1, 1, "", 7, "500, 0, 1, 1, 10, 10", "", "", "", "FALSE", "TRUE", "FALSE", "", "FALSE"
2107, 6, "", 2, "", "희귀 영웅 x10", "Cost", 102, "", "", "", 80, "", "", 1, 1, "", 7, "500, 1, 1, 1, 10, 10", "", "", "", "FALSE", "TRUE", "FALSE", "", "FALSE"
2108, 7, "", 2, "", "유일 영웅 x10", "Cost", 102, "", "", "", 100, "", "", 1, 1, "", 7, "500, 2, 1, 1, 10, 10", "", "", "", "FALSE", "TRUE", "FALSE", "", "FALSE"
2109, 8, "", 2, "", "전설 영웅 x10", "Cost", 102, "", "", "", 200, "", "", 1, 1, "", 4, "500, 3, 1, 1, 10, 10", "", "", "", "FALSE", "TRUE", "FALSE", "", "FALSE"
2201, 9, "", 2, "", "유물", "Cost", 101, "", "", "", 20000, "", "", 1, 1, "", 5, "400, 1, 1", "", "", "", "FALSE", "TRUE", "FALSE", "", "FALSE"
2202, 10, "", 2, "", "유물", "Cost", 102, "", "", "", 1000, "", "", 1, 1, "", 5, "400, 1, 1", "", "", "", "FALSE", "TRUE", "FALSE", "", "FALSE"
2301, 11, "", 2, "", "스크롤 x30", "Cost", 101, "", "", "", 1200, "", "", 1, 1, "", 5, "103, 30, 30", "", "", "", "FALSE", "TRUE", "FALSE", "", "FALSE"
2302, 12, "", 2, "", "스크롤 x100", "Cost", 101, "", "", "", 4000, "", "", 1, 1, "", 5, "103, 100, 100", "", "", "", "FALSE", "TRUE", "FALSE", "", "FALSE"
2303, 13, "", 2, "", "스크롤 x300", "Cost", 101, "", "", "", 12000, "", "", 1, 1, "", 3, "103, 300, 300", "", "", "", "FALSE", "TRUE", "FALSE", "", "FALSE"
2304, 14, "", 2, "", "스크롤 x30", "Cost", 102, "", "", "", 60, "", "", 1, 1, "", 6, "103, 30, 30", "", "", "", "FALSE", "TRUE", "FALSE", "", "FALSE"
2305, 15, "", 2, "", "스크롤 x100", "Cost", 102, "", "", "", 200, "", "", 1, 1, "", 7, "103, 100, 100", "", "", "", "FALSE", "TRUE", "FALSE", "", "FALSE"
2306, 16, "", 2, "", "스크롤 x300", "Cost", 102, "", "", "", 600, "", "", 1, 1, "", "7.5", "103, 300, 300", "", "", "", "FALSE", "TRUE", "FALSE", "", "FALSE"
2307, 17, "", 2, "", "유물 티켓", "Cost", 101, "", "", "", 12000, "", "", 1, 1, "", 3, "201, 1, 1", "", "", "", "FALSE", "TRUE", "FALSE", "", "FALSE"
2308, 18, "", 2, "", "유물 티켓", "Cost", 102, "", "", "", 600, "", "", 1, 1, "", 3, "201, 1, 1", "", "", "", "FALSE", "TRUE", "FALSE", "", "FALSE"
2309, 19, "", 2, "", "신화석", "Cost", 102, "", "", "", 1000, "", "", 1, 1, "", "0.1", "104, 20, 20", "", "", "", "FALSE", "TRUE", "FALSE", "", "FALSE"
2310, 20, "", 2, "", "츄르", "Cost", 102, "", "", "", 300, "", "", 1, 1, "", 1, "107, 1, 1", "", "", "", "FALSE", "TRUE", "FALSE", "", "FALSE"
2311, 21, "", 2, "", "펫 재화", "Cost", 102, "", "", "", 250, "", "", 1, 1, "", "0.6", "113, 5, 5", "", "", "", "FALSE", "TRUE", "FALSE", "", "FALSE"
2312, 22, "", 2, "", "펫 재화", "Cost", 102, "", "", "", 500, "", "", 1, 1, "", "0.5", "113, 10, 10", "", "", "", "FALSE", "TRUE", "FALSE", "", "FALSE"
2313, 23, "", 2, "", "펫 레벨업 재화", "Cost", 102, "", "", "", 100, "", "", 1, 1, "", "0.8", "115, 10, 10", "", "", "", "FALSE", "TRUE", "FALSE", "", "FALSE"
2314, 24, "", 2, "", "펫 레벨업 재화", "Cost", 102, "", "", "", 500, "", "", 1, 1, "", "0.5", "115, 50, 50", "", "", "", "FALSE", "TRUE", "FALSE", "", "FALSE"
300301, 0, "", 600, "", "이모지_1", "Cost", 102, "", "", "", 1000, "", "", 1, 0, "", "", "700,1,1", "", "", "", "FALSE", "FALSE", "FALSE", "", "FALSE"
300302, 1, "", 600, "", "이모지_2", "Cost", 102, "", "", "", 1000, "", "", 1, 0, "", "", "700,1,1", "", "", "", "FALSE", "FALSE", "FALSE", "", "FALSE"
300303, 2, "", 600, "", "이모지_3", "Cost", 102, "", "", "", 1000, "", "", 1, 0, "", "", "700,1,1", "", "", "", "FALSE", "FALSE", "FALSE", "", "FALSE"
70001, 1, "", 700, "", "릴레이 패키지 무료", "Free", "", "", "", "", "", "", "", 1, 0, "", "", "101, 3000, 3000", "", "", "", "FALSE", "FALSE", "FALSE", "", "FALSE"
70002, 2, "", 700, "", "릴레이 패키지 무료", "Free", "", "", "", "", "", "", "", 1, 0, "", "", "103, 30, 30", "", "", "", "FALSE", "FALSE", "FALSE", "", "FALSE"
70003, 3, "", 700, "릴레이 패키지", "product_relay_package_1", "IAP", "", "FALSE", 83, 6, "", "2.99", "product_relay_package_1", 1, 0, "", "", "201, 5, 5", "102, 1000, 1000", "", "", "FALSE", "FALSE", "FALSE", "", "TRUE"
